Document,Type,Description
SCR 0016 of 2021,Senate Concurrent Resolution,A concurrent resolution to urge the forgiveness of all fines and fees imposed on and the end to all prosecutions brought against businesses for violating COVID-19 orders or rules.Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SCR 0017 of 2021,Senate Concurrent Resolution,A concurrent resolution prescribing the legislative schedule.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SCR 0018 of 2021,Senate Concurrent Resolution,"A concurrent resolution of tribute offered as a memorial for Karen Fort Hood, judge of the Michigan Court of Appeals.Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0019 of 2021,Senate Concurrent Resolution,"A concurrent resolution of tribute offered as a memorial for Donald Bishop, former member of the House of Representatives and the Senate.Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0020 of 2021,Senate Concurrent Resolution,"A concurrent resolution of tribute offered as a memorial for John A. ""Jack"" Welborn, former member of the House of Representatives and the Senate.Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0021 of 2021,Senate Concurrent Resolution,A concurrent resolution to prescribe the legislative schedule.Last Action: REFERRED TO SECRETARY FOR RECORD
SCR 0022 of 2021,Senate Concurrent Resolution,"A concurrent resolution offered as a memorial for Shirley Johnson, former member of the House of Representatives and the Senate.Last Action: REFERRED TO SECRETARY FOR RECORD"
HCR 0016 of 2022,House Concurrent Resolution,A concurrent resolution to censure Hillary R. Clinton and Michael A. Sussman.Last Action: referred to Committee on Government Operations
HCR 0017 of 2022,House Concurrent Resolution,A concurrent resolution to urge swift action to appropriate the remaining federal pandemic relief funds.Last Action: referred to Committee on Appropriations
HCR 0018 of 2022,House Concurrent Resolution,A concurrent resolution prescribing the legislative schedule.Last Action: adopted by Senate - referred to the Clerk for record
HCR 0019 of 2022,House Concurrent Resolution,A concurrent resolution to waive the legislative notice requirement for increases in rates of compensation for certain employees in the state classified service.Last Action: referred to Committee on Government Operations
HCR 0020 of 2022,House Concurrent Resolution,A concurrent resolution to create a Joint Committee on Inter-Session Rules and Regulations.Last Action: postponed for the day
SCR 0023 of 2022,Senate Concurrent Resolution,A concurrent resolution to request the Joint Committee on the Library of Congress approve the replacement of Michigan's statue of Lewis Cass with a statue of Coleman A. Young as part of the National Statuary Hall Collection and to take other actions related to this request.Last Action: REFERRED TO SECRETARY FOR RECORD
SCR 0024 of 2022,Senate Concurrent Resolution,A concurrent resolution to prescribe the legislative schedule.Last Action: REFERRED TO SECRETARY FOR RECORD
SCR 0025 of 2022,Senate Concurrent Resolution,A concurrent resolution to waive the legislative notice requirement for increases in rates of compensation for certain employees in the state classified service.Last Action: REFERRED TO SECRETARY FOR RECORD
SCR 0026 of 2022,Senate Concurrent Resolution,"A concurrent resolution offered as a memorial for Dale Kildee, former member of the Michigan House of Representatives, the Michigan Senate, and the United States House of Representatives.Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0027 of 2022,Senate Concurrent Resolution,"A concurrent resolution to reappoint Doug A. Ringler, C.P.A., C.I.A., as Auditor General.Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0028 of 2022,Senate Concurrent Resolution,A concurrent resolution prescribing the legislative schedule.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SCR 0029 of 2022,Senate Concurrent Resolution,"A concurrent resolution to urge the Governor of Michigan, the Michigan Department of Health and Human Services, the Department of Insurance and Financial Services, the Department of Licensing and Regulatory Affairs, the Michigan Economic Development Corporation, and other executive departments to take action to make insulin more accessible and affordable.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES"
SCR 0030 of 2022,Senate Concurrent Resolution,"A concurrent resolution of tribute offered as a memorial for John Mowat Jr., former member of the Michigan House of Representatives and Senate.Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0031 of 2022,Senate Concurrent Resolution,"A concurrent resolution offered as a memorial for Richard J. Allen, former member of the House of Representatives and the Senate.Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0032 of 2022,Senate Concurrent Resolution,A concurrent resolution prescribing the legislative schedule.Last Action: REFERRED TO SECRETARY FOR RECORD
SCR 0033 of 2022,Senate Concurrent Resolution,A concurrent resolution to waive the legislative notice requirement for increases in rates of compensation for certain employees in the state classified service.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SCR 0034 of 2022,Senate Concurrent Resolution,"A concurrent resolution of tribute offered as a memorial for Joanne Emmons, former member of the House of Representatives and the Senate.Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0035 of 2022,Senate Concurrent Resolution,A concurrent resolution prescribing the legislative schedule.Last Action: REFERRED TO SECRETARY FOR RECORD
SCR 0036 of 2022,Senate Concurrent Resolution,A concurrent resolution to approve the State Officers Compensation Commission determinations.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SCR 0037 of 2022,Senate Concurrent Resolution,"A concurrent resolution offered as a memorial for Vincent Gregory, former member of the Michigan House of Representatives and Senate.Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0038 of 2022,Senate Concurrent Resolution,A concurrent resolution prescribing the legislative schedule.Last Action: referred to Committee on Government Operations
SCR 0039 of 2022,Senate Concurrent Resolution,A concurrent resolution prescribing the legislative scheduleLast Action: REFERRED TO SECRETARY FOR RECORD
