Document,Type,Description
SB 0013 of 2019,Senate Bill,Individual income tax: retirement or pension benefits; 3-tier limitations and restrictions on deduction for retirement or pension benefits based on taxpayer's age; eliminate. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0014 of 2019,Senate Bill,Water: drinking water standards; safe drinking water act; provide for maximum contaminant levels allowed. Amends sec. 6 of 1976 PA 399 (MCL 325.1006).Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0015 of 2019,Senate Bill,Individual income tax: credit; child care credit; create. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 272a.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0016 of 2019,Senate Bill,Michigan business tax: credits; recapture of tax credits for businesses relocating out of this state; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 402.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0017 of 2019,Senate Bill,Individual income tax: retirement or pension benefits; 3-tier limitations and restrictions on deduction for retirement or pension benefits based on taxpayer's age; eliminate. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0018 of 2019,Senate Bill,Individual income tax: deductions; student loan forgiveness for disabled veterans under the total and permanent disability discharge program; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0019 of 2019,Senate Bill,Public employees and officers: other; 1968 PA 317 regarding contracts of public servants with public entities; modify certain population thresholds. Amends sec. 3a of 1968 PA 317 (MCL 15.323a).Last Action: referred to Committee on Local Government and Municipal Finance
SB 0020 of 2019,Senate Bill,Criminal procedure: jurisdiction; venue for prosecution of delivery of a controlled substance causing death; modify. Amends sec. 317a of 1931 PA 328 (MCL 750.317a).  TIE BAR WITH: SB 0021'19Last Action: referred to Committee on Judiciary
SB 0021 of 2019,Senate Bill,Criminal procedure: jurisdiction; jurisdiction for prosecution for delivery of controlled substance causing death; modify. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 5a to ch. II.  TIE BAR WITH: SB 0020'19Last Action: referred to Committee on Judiciary
SB 0022 of 2019,Senate Bill,"Health occupations: physical therapists; physical therapy licensure compact; enact. Amends sec. 17801 of 1978 PA 368 (MCL 333.17801) & adds secs. 16188, 17820a & 17820b.Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
SB 0023 of 2019 (PA 48 of 2019),Senate Bill,Crimes: larceny; mail and mail depository protection act; create. Creates new act.Last Action: ASSIGNED PA 0048'19 WITH IMMEDIATE EFFECT
SB 0024 of 2019 (PA 0049 of 2019),Senate Bill,"Criminal procedure: sentencing guidelines; guidelines for mail theft; establish. Amends sec. 14h, ch. XVII of 1927 PA 175 (MCL 777.14h).  TIE BAR WITH: SB 0023'19Last Action: ASSIGNED PA 0049'19 WITH IMMEDIATE EFFECT"
SB 0025 of 2019,Senate Bill,Education: board members; state board of education; require members to be selected by each political party from regions. Amends sec. 282a of 1954 PA 116 (MCL 168.282a) & adds sec. 282b.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-3)
SB 0026 of 2019,Senate Bill,Property tax; tax tribunal; certain tribunal determinations in assessment disputes as to the valuation of property; require. Amends sec. 3 of 1973 PA 186 (MCL 205.703) & adds sec. 38.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0027 of 2019,Senate Bill,Vehicles: registration; revenue from vehicle registration fees; allocate to county road commission of county where registrant resides. Amends sec. 10 of 1951 PA 51 (MCL 247.660) by adding sec. 10f.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0028 of 2019,Senate Bill,Transportation: motor fuel tax; fuel tax; require to be dispersed to county where fuel is pumped. Amends sec. 10 of 1951 PA 51 (MCL 247.660) by adding sec. 10i.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0029 of 2019 (PA 49 of 2020),Senate Bill,Crimes: penalties; penalties for third degree and fourth degree child abuse; modify. Amends sec. 136b of 1931 PA 328 (MCL 750.136b).Last Action: ASSIGNED PA 0049'20 WITH IMMEDIATE EFFECT
SB 0030 of 2019 (PA 50 of 2020),Senate Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for crimes of third degree and fourth degree child abuse; modify. Amends sec. 16g, ch. XVII of 1927 PA 175 (MCL 777.16g).  TIE BAR WITH: SB 0029'19Last Action: ASSIGNED PA 0050'20 WITH IMMEDIATE EFFECT"
SB 0031 of 2019,Senate Bill,"Recreation: state parks; recreation passport requirements and uses; expand to include designated trailheads and state forest campgrounds. Amends secs. 2001, 72302, 74101, 74116, 74117, 74120, 74122, 78101, 78105 & 83106 of 1994 PA 451 (MCL 324.2001 et seq.) & repeals sec. 78119 of 1994 PA 451 (MCL 324.78119).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
SB 0032 of 2019,Senate Bill,Vehicles: registration; recreation passport fee information on registration application; include authorization to enter campgrounds and trailheads. Amends sec. 805 of 1949 PA 300 (MCL 257.805).  TIE BAR WITH: SB 0031'19Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES
SB 0033 of 2019,Senate Bill,Torts: governmental immunity; liability for highway defects; clarify that governmental tort liability act applies to county road commissions. Amends sec. 2 of 1964 PA 170 (MCL 691.1402).  TIE BAR WITH: SB 0034'19Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0034 of 2019,Senate Bill,Highways: construction and repair; actions against county road commissions for highway defects; clarify that they are subject to governmental immunity act. Amends sec. 21 of 1909 PA 283 (MCL 224.21).  TIE BAR WITH: SB 0033'19Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0035 of 2019,Senate Bill,Natural resources: hunting; criteria and requirements for the taking of deer during the youth hunt weekend; establish. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 43537a.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES
SB 0036 of 2019,Senate Bill,Natural resources: hunting; transfer of private-land antlerless deer license to immediate family member; allow. Amends sec. 43527a of 1994 PA 451 (MCL 324.43527a).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES
SB 0037 of 2019,Senate Bill,Natural resources: hunting; feeding or baiting deer; allow. Amends secs. 40102 & 40111a of 1994 PA 451 (MCL 324.40102 & 324.40111a).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES
SB 0038 of 2019,Senate Bill,Gaming: lottery; multistate lottery games; allow winner to remain anonymous. Amends sec. 25 of 1972 PA 239 (MCL 432.25).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
SB 0039 of 2019,Senate Bill,Property tax: tax tribunal; certain tribunal determinations in assessment disputes as to the valuation of property; require. Amends sec. 3 of 1973 PA 186 (MCL 205.703) & adds sec. 38.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0040 of 2019,Senate Bill,Occupations; other; review of occupational regulations by Michigan law revision commission; require. Amends 1986 PA 268 (MCL 4.1101 - 4.1901) by adding sec. 404.Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
SB 0041 of 2019,Senate Bill,Education: teachers; mental health training; include in requirement for teacher continuing education and professional development. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1526b.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-1)
SB 0042 of 2019,Senate Bill,"Vehicles: fund-raising registration plates; fund-raising registration plate for ""Kiwanis International Michigan District""; create, and amend definition of ""nonprofit"". Amends sec. 811d of 1949 PA 300 (MCL 257.811d) & adds sec. 811gg.Last Action: referred to Committee on Transportation"
SB 0043 of 2019,Senate Bill,Use tax; exemptions; exemption for contact lenses; provide for. Amends sec. 2b of 1937 PA 94 (MCL 205.92b).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0044 of 2019,Senate Bill,Sales tax; exemptions; exemption for contact lenses; provide for. Amends sec. 1a of 1933 PA 167 (MCL 205.51a).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0045 of 2019,Senate Bill,Civil rights: other; language access plan; require state agencies to create and implement for individuals with limited English proficiency. Creates new act.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0046 of 2019,Senate Bill,Property tax; assessments; valuation of wind energy systems; clarify. Amends sec. 27 of 1893 PA 206 (MCL 211.27).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0047 of 2019 (PA 116 of 2019),Senate Bill,Property tax: assessments; placement of solar panels on residential real property; exclude from assessment of true cash value. Amends sec. 27 of 1893 PA 206 (MCL 211.27).  TIE BAR WITH: HB 4069'19Last Action: ASSIGNED PA 0116'19 WITH IMMEDIATE EFFECT
SB 0048 of 2019,Senate Bill,Property tax: exemptions; alternative energy personal property; modify exemption. Amends sec. 9i of 1893 PA 206 (MCL 211.9i).  TIE BAR WITH: SB 0047'19Last Action: referred to Committee on Ways and Means
SB 0049 of 2019,Senate Bill,Public utilities: water utilities; human right to water act; create. Creates new act.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0050 of 2019,Senate Bill,Crimes: abortion; penalty for administering with intent to procure miscarriage; repeal. Repeals sec. 14 of 1931 PA 328 (MCL 750.14).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0051 of 2019,Senate Bill,"Corrections: other; reference to crime of administering drugs to procure miscarriage; remove to reflect repeal. Amends sec. 33b of 1953 PA 232 (MCL 791.233b).  TIE BAR WITH: SB 0050'19, HB 4113'19Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0052 of 2019,Senate Bill,"Criminal procedure; sentencing guidelines; reference to crime of administering drugs to procure miscarriage; remove to reflect repeal. Amends sec. 16a, ch. XVII of 1927 PA 175 (MCL 777.16a).  TIE BAR WITH: SB 0050'19Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0053 of 2019,Senate Bill,Crimes: abortion; provision related to publication of cures for conceptive preventatives; repeal. Repeals sec. 40 of 1931 PA 328 (MLC 750.40).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0054 of 2019 (PA 343 of 2020),Senate Bill,Individual income tax: credit; state historic preservation tax credit program; restore. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding secs. 266a & 676.Last Action: ASSIGNED PA 0343'20 WITH IMMEDIATE EFFECT
SB 0055 of 2019,Senate Bill,"Individual income tax: credit; tax credit for charitable donations to food banks, shelters, and community foundations; restore. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 261.Last Action: REFERRED TO COMMITTEE ON FINANCE"
SB 0056 of 2019,Senate Bill,Crimes: organized; definition of racketeering; include certain embezzlement crimes. Amends sec. 159g of 1931 PA 328 (MCL 750.159g).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0057 of 2019,Senate Bill,Public employees and officers: ethics; former members of the legislature; prohibit from engaging in certain lobbying activities for a period of time. Amends sec. 6a of 1978 PA 472 (MCL 4.416a) & adds sec. 6b.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0058 of 2019,Senate Bill,Taxation; tobacco; cigarette tax; modify. Amends sec. 7 of 1993 PA 327 (MCL 205.427).Last Action: REFERRED TO COMMITTEE OF THE WHOLE
SB 0059 of 2019,Senate Bill,Property tax; exemptions; freeze of taxable value for primary residences of certain senior citizens; provide for. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 7xx.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0060 of 2019,Senate Bill,Environmental protection: air pollution; civil and administrative fines; utilize to benefit communities affected by pollution. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 5534.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0061 of 2019,Senate Bill,"Traffic control: speed restrictions; procedure for establishing certain speed limits; modify, and make other revisions. Amends sec. 627 of 1949 PA 300 (MCL 257.627).Last Action: referred to Committee on Ways and Means"
SB 0062 of 2019,Senate Bill,Libraries; policies and practices; reestablishment of free public libraries; provide for in certain circumstances. Amends sec. 13a of 1947 PA 359 (MCL 42.13a).Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT
SB 0063 of 2019,Senate Bill,"Individual income tax; deductions; deduction for the costs, care, and maintenance of a service animal; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON FINANCE"
SB 0064 of 2019,Senate Bill,Courts; juries; jury pool selection; provide for municipality wide jury pool under certain circumstances. Amends sec. 1301b of 1961 PA 236 (MCL 600.1301b).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0065 of 2019,Senate Bill,Criminal procedure; expunction; expungement of multiple crimes arising out of the same criminal transaction; allow under certain circumstances. Amends sec. 1 of 1965 PA 213 (MCL 780.621).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0066 of 2019,Senate Bill,Vehicles; historic; definition of historic vehicles in Michigan vehicle code; expand to include certain military vehicles. Amends sec. 20a of 1949 PA 300 (MCL 257.20a) & adds sec. 30d.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0067 of 2019,Senate Bill,Appropriations: supplemental; capital outlay for secretary of state secondary complex; provide for. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0068 of 2019 (PA 44 of 2020),Senate Bill,"Civil procedure: other; court of claims statute of limitations; exempt claims under the wrongful imprisonment compensation act. Amends sec. 6452 of 1961 PA 236 (MCL 600.6452).  TIE BAR WITH: HB 5117'19, HB 5118'19Last Action: ASSIGNED PA 0044'20 WITH IMMEDIATE EFFECT"
SB 0069 of 2019,Senate Bill,Civil procedure: other; wrongful imprisonment compensation act; extend the time for claims by individuals who were released before the effective date of the act. Amends sec. 7 of 2016 PA 343 (MCL 691.1757).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0070 of 2019 (PA 301 of 2020),Senate Bill,"Crime victims: other; address confidentiality program for certain victims and individuals; create. Creates new act.  TIE BAR WITH: SB 0073'19, SB 0074'19, SB 0075'19Last Action: ASSIGNED PA 0301'20 WITH IMMEDIATE EFFECT"
SB 0071 of 2019 (PA 302 of 2020),Senate Bill,"Elections: voting procedures; provisions in the Michigan election law regarding individuals in the address confidentiality program; provide for. Amends secs. 509q, 759 & 761 of 1954 PA 116 (MCL 168.509q et seq.) & adds secs. 499b & 735a.  TIE BAR WITH: SB 0070'19Last Action: ASSIGNED PA 0302'20 WITH IMMEDIATE EFFECT"
SB 0072 of 2019 (PA 303 of 2020),Senate Bill,Education: school districts; disclosure of the confidential address of certain pupils by certain entities; prohibit. Amends sec. 1136 of 1976 PA 451 (MCL 380.1136).  TIE BAR WITH: SB 0070'19Last Action: ASSIGNED PA 0303'20 WITH IMMEDIATE EFFECT
SB 0073 of 2019 (PA 304 of 2020),Senate Bill,"Traffic control: driver license; address confidentiality program for certain victims and individuals; allow for driver license to be issued with designated address. Amends secs. 40b, 307, 310 & 314 of 1949 PA 300 (MCL 257.40b et seq.) & adds sec. 310f.  TIE BAR WITH: SB 0070'19Last Action: ASSIGNED PA 0304'20 WITH IMMEDIATE EFFECT"
SB 0074 of 2019 (PA 305 of 2020),Senate Bill,Traffic control: driver license; address confidentiality program for certain victims and individuals; allow for enhanced driver license and enhanced official state personal identification cards to be issued with designated address. Amends sec. 4 of 2008 PA 23 (MCL 28.304).  TIE BAR WITH: SB 0070'19Last Action: ASSIGNED PA 0305'20 WITH IMMEDIATE EFFECT
SB 0075 of 2019 (PA 306 of 2020),Senate Bill,"State: identification cards; address confidentiality program for certain victims and individuals; allow for state identification cards to be issued with designated address. Amends secs. 1, 1a & 2 of 1972 PA 222 (MCL 28.291 et seq.) & adds sec. 2a.  TIE BAR WITH: SB 0070'19Last Action: ASSIGNED PA 0306'20 WITH IMMEDIATE EFFECT"
SB 0076 of 2019 (PA 307 of 2020),Senate Bill,Courts: other; certain crime victims; exempt from jury duty and provide that certain individuals are not practicing law in violation of the revised judicature act. Amends secs. 916 & 1307a of 1961 PA 236 (MCL 600.916 & 600.1307a).  TIE BAR WITH: SB 0070'19Last Action: ASSIGNED PA 0307'20 WITH IMMEDIATE EFFECT
SB 0077 of 2019 (PA 9999 of 2019),Senate Bill,"Health facilities: nursing homes; electronic monitoring devices in nursing homes; allow under certain circumstances. Amends secs. 20199, 21702 & 21703 of 1978 PA 368 (MCL 333.20199 et seq.) & adds secs. 21788, 21788a, 21788b, 21788c, 21788d, 21788e, 21788f, 21788g & 21788i.Last Action: POCKET VETO 01/05/2021"
SB 0078 of 2019,Senate Bill,"Elections; ballots; ballot instructions to be printed on ballot; require. Amends secs. 560, 568, 706, 736b, 736c, 736d, 736e, 736g, 764 & 764a of 1954 PA 116 (MCL 168.560 et seq.).Last Action: REFERRED TO COMMITTEE ON ELECTIONS"
SB 0079 of 2019,Senate Bill,Elections; absent voters; procedure for returning absentee ballot; revise. Amends sec. 759a of 1954 PA 116 (MCL 168.759a).Last Action: REFERRED TO COMMITTEE ON ELECTIONS
SB 0080 of 2019,Senate Bill,Crimes; assaultive; crime of assaulting a person performing certain job-related duties; expand to include emergency room personnel. Amends sec. 81d of 1931 PA 328 (MCL 750.81d).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0081 of 2019,Senate Bill,Crimes; controlled substances; provision related to transportation or possession of usable marihuana; repeal. Repeals sec. 474 of 1931 PA 328 (MCL 750.474).Last Action: REFERRED TO COMMITTEE OF THE WHOLE
SB 0082 of 2019 (PA 308 of 2020),Senate Bill,"Liquor: licenses; issuance of specially designated merchant license, a class C license, and a specially designated distributor license at the same time; allow. Amends sec. 533 of 1998 PA 58 (MCL 436.1533).Last Action: ASSIGNED PA 0308'20"
SB 0083 of 2019,Senate Bill,"Holidays; other; ""Fred Korematsu Day""; designate as January 30 of each year. Amends title of 2003 PA 225 (MCL 435.301 - 435.303) & adds sec. 4.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0084 of 2019 (PA 108 of 2019),Senate Bill,Criminal procedure: indigent defense; definition of adult in Michigan indigent defense commission act; modify. Amends sec. 3 of 2013 PA 93 (MCL.780.983).Last Action: ASSIGNED PA 0108'19
SB 0085 of 2019,Senate Bill,Individual income tax: credit; child and dependent care credit; create. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 275.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0086 of 2019,Senate Bill,Individual income tax: credit; credit for payment of certain student loans; create. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding secs. 277 & 677.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0087 of 2019 (PA 1 of 2019),Senate Bill,Courts: district court; ninety-fifth-a district court; restore. Amends sec. 8160 of 1961 PA 236 (MCL 600.8160).Last Action: ASSIGNED PA 1 WITH IMMEDIATE EFFECT
SB 0088 of 2019,Senate Bill,"Insurance: automobile; rates; require to be based on only certain factors. Amends secs. 2105, 2110a, 2111, 2111a & 2151 of 1956 PA 218 (MCL 500.2105 et seq.).Last Action: REFERRED TO COMMITTEE ON INSURANCE AND BANKING"
SB 0089 of 2019,Senate Bill,"Vehicles: equipment; child restraint safety seats; require positioning of car seats to depend on weight of child and make other revisions. Amends secs. 710d, 710e & 907 of 1949 PA 300 (MCL 257.710d et seq.).Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND VETERANS"
SB 0090 of 2019 (PA 109 of 2019),Senate Bill,"Juveniles: criminal procedure; age of juvenile court jurisdiction and location of juvenile detention in some instances; modify. Amends secs. 1 & 3, ch, XIIA of 1939 PA 288 (MCL 712A.1 & 712A.3).Last Action: ASSIGNED PA 0109'19"
SB 0091 of 2019,Senate Bill,Juveniles: criminal procedure; prejudication confinement of juveniles under 18 years of age in jail; preclude.Last Action: referred to Committee on Judiciary
SB 0092 of 2019,Senate Bill,"Criminal procedure: youthful trainees; age eligibility for youthful trainee status; raise to 18 years. Amends sec. 11, ch. II of 1927 PA 175 (MCL 762.11).Last Action: referred to Committee on Judiciary"
SB 0093 of 2019 (PA 110 of 2019),Senate Bill,Juveniles: criminal procedure; age of juvenile jurisdiction in youth rehabilitation services act; modify. Amends sec. 2 of 1974 PA 150 (MCL 803.302).Last Action: ASSIGNED PA 0110'19
SB 0094 of 2019,Senate Bill,Mental health: other; age of juvenile in disposition of persons found not guilty by reason of insanity; modify. Amends sec. 1060a of 1974 PA 258 (MCL 330.2060a).Last Action: referred to Committee on Judiciary
SB 0095 of 2019,Senate Bill,Juveniles: criminal procedure; age of juvenile court jurisdiction in juvenile diversion act; modify. Amends secs. 2 & 8 of 1988 PA 13 (MCL 722.822 & 722.828).Last Action: referred to Committee on Judiciary
SB 0096 of 2019,Senate Bill,"Corrections: alternatives; placement of youth under 18 with adults during confinement, trial, or transport; prohibit. Amends sec. 139 of 1931 PA 328 (MCL 750.139).  TIE BAR WITH: SB 0091'19, SB 0097'19Last Action: referred to Committee on Judiciary"
SB 0097 of 2019 (PA 111 of 2019),Senate Bill,"Juveniles: other; detention of juveniles in certain circumstances; modify. Amends secs. 14 & 15, ch. XIIA of 1939 PA 288 (MCL 712A.14 & 712A.15).Last Action: ASSIGNED PA 0111'19"
SB 0098 of 2019,Senate Bill,"Juveniles: criminal procedure; juveniles under age 18 arrested for nonlisted offenses; provide for jurisdiction in the family division of circuit court. Amends sec. 27, ch. IV of 1927 PA 175 (MCL 764.27).Last Action: referred to Committee on Judiciary"
SB 0099 of 2019 (PA 112 of 2019),Senate Bill,"Criminal procedure: arrests; procedures for arresting juveniles prosecuted for personal protection order violation; revise code of criminal procedure to revise age limit. Amends sec. 15b, ch. IV of 1927 PA 175 (MCL 764.15b).  TIE BAR WITH: SB 0084'19, SB 0090'19, HB 4134'19, HB 4142'19, HB 4145'19Last Action: ASSIGNED PA 0112'19"
SB 0100 of 2019 (PA 113 of 2019),Senate Bill,"Juveniles: criminal procedure; age of offender for specified juvenile violation; modify in probate code of 1939. Amends sec. 2, ch. XIIA of 1939 PA 288 (MCL 712A.2).  TIE BAR WITH: HB 4443'19, HB 4452'19Last Action: ASSIGNED PA 0113'19"
SB 0101 of 2019 (PA 114 of 2019),Senate Bill,Juveniles: juvenile justice services; county juvenile justice services reimbursements; modify. Amends sec. 117a of 1939 PA 280 (MCL 400.117a).Last Action: ASSIGNED PA 0114'19
SB 0102 of 2019 (PA 97 of 2019),Senate Bill,Juveniles: criminal procedure; raise the age fund; provide for. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 117i.Last Action: ASSIGNED PA 0097'19
SB 0103 of 2019,Senate Bill,Administrative procedure: rules; prohibition on adoption of rules by state agencies from being more stringent than federal regulations; eliminate. Amends secs. 32 & 45 of 1969 PA 306 (MCL 24.232 & 24.245).Last Action: REFERRED TO COMMITTEE ON OVERSIGHT
SB 0104 of 2019,Senate Bill,Civil rights; open meetings; remedies for violations of the open meetings act; revise. Amends sec. 11 of 1976 PA 267 (MCL 15.271).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-2)
SB 0105 of 2019,Senate Bill,Natural resources; sand dunes; issuance of a variance to a public entity; provide criteria for. Amends sec. 35317 of 1994 PA 451 (MCL 324.35317).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES
SB 0106 of 2019 (PA 18 of 2019),Senate Bill,"Tobacco: retail sales; sale or transfer of electronic cigarette or any oral device that provides vapor nicotine to minors; prohibit, prohibit the purchase, possession, and use of those products by minors, and provide for other general amendments. Amends title & secs. 1, 2 & 4 of 1915 PA 31 (MCL 722.641 et seq.).  TIE BAR WITH: SB 0155'19Last Action: ASSIGNED PA 0018'19 WITH IMMEDIATE EFFECT"
