Document,Type,Description
SCR 0036 of 2005,Senate Concurrent Resolution,"A concurrent resolution to oppose any state or local efforts to reclassify pet, livestock, or animal owners as ""guardians.""
Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
SCR 0037 of 2005,Senate Concurrent Resolution,A concurrent resolution prescribing the legislative schedule.Last Action: REFERRED TO SECRETARY FOR RECORD
HCR 0028 of 2006,House Concurrent Resolution,"A concurrent resolution to call upon the Governor to remove Paul Mitchell and Doyle O'Connor from their positions as members of the Board of State Canvassers.

Last Action: referred to Committee on House Oversight, Elections, and Ethics"
HCR 0029 of 2006,House Concurrent Resolution,A concurrent resolution providing for a joint convention of the House of Representatives and the Senate.Last Action: adopted by Senate - referred to the Clerk for record
HCR 0030 of 2006,House Concurrent Resolution,"A concurrent resolution to memorialize the Congress of the United States to eliminate the Medicare caps on accredited graduate medical education positions for the state of Michigan that were imposed as part of the Balanced Budget Amendment of 1997.

Last Action: adopted by Senate - referred to the Clerk for record"
HCR 0031 of 2006,House Concurrent Resolution,"A concurrent resolution to urge the Department of Homeland Security to make public the findings of a recent Inspector General report that outlined the security threat posed by Canadian waste shipments

Last Action: referred to Committee on Government Operations"
HCR 0032 of 2006,House Concurrent Resolution,"A concurrent resolution to memorialize the Congress of the United States to permanently repeal the federal inheritance tax.

Last Action: referred to Committee on Tax Policy"
HCR 0033 of 2006,House Concurrent Resolution,A concurrent resolution prescribing the legislative schedule.Last Action: adopted by Senate - referred to the Clerk for record
HCR 0034 of 2006,House Concurrent Resolution,"A concurrent resolution to urge the United States Congress to enact the Great Lakes Collaboration Implementation Act of 2006.

Last Action: referred to Committee on Government Operations"
HCR 0035 of 2006,House Concurrent Resolution,"A concurrent resolution to request the Department of Community Health, the Department of Labor and Economic Growth, and the Department of History, Arts and Libraries be added as co-chairs to the Michigan After-School Partnership, to urge the partnership to expand and add additional programs, and to urge the partnership to report on its progress in reaching its goals.

Last Action: adopted by Senate - referred to the Clerk for record"
HCR 0036 of 2006,House Concurrent Resolution,"A concurrent resolution to memorialize the United States Congress to enact the Great Lakes Collaboration Implementation Act.

Last Action: referred to Committee on Natural Resources, Great Lakes, Land Use, and Environment"
HCR 0037 of 2006,House Concurrent Resolution,"A concurrent resolution to memorialize Congress to support the National Cancer Institute's plan to eliminate suffering and death from cancer by the year 2015.

Last Action: referred to Committee on Government Operations"
HCR 0038 of 2006,House Concurrent Resolution,"A concurrent resolution to request that the President of the United States and the United States Department of State ask the International Joint Commission to investigate sewage discharges in the St. Mary's River near Sugar Island.

Last Action: referred to Committee on Government Operations"
SCR 0038 of 2006,Senate Concurrent Resolution,"A concurrent resolution to create the Joint Select Committee on Oversight of the 21st Century Jobs Funds.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0039 of 2006,Senate Concurrent Resolution,"A concurrent resolution to request the State Bar of Michigan and the National Legal Aid and Defender Association to issue a joint report to the Legislature on the number and types of cases and the costs resulting from court-appointed attorneys for indigent criminal cases in Michigan.
Last Action: REFERRED TO SECRETARY FOR RECORD"
HCR 0039 of 2006,House Concurrent Resolution,A concurrent resolution prescribing the legislative schedule.Last Action: adopted by Senate - referred to the Clerk for record
SCR 0040 of 2006,Senate Concurrent Resolution,"A concurrent resolution approving the conveyance of property to the State Building Authority and approving a lease among the State of Michigan, the State Building Authority, and St. Clair County Community College relative to the St. Clair County Community College General Campus Renovations.
Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0041 of 2006,Senate Concurrent Resolution,"A concurrent resolution urging the Republican National Committee to consider Detroit as the host site for the 2008 Republican National Convention.

Last Action: referred to Committee on Government Operations"
SCR 0042 of 2006,Senate Concurrent Resolution,"A resolution to memorialize the President and the Congress of the United States to increase funding for home heating assistance to cope with the rise in natural gas costs expected this winter.

Last Action: REFERRED TO COMMITTEE ON TECHNOLOGY AND ENERGY"
SCR 0043 of 2006,Senate Concurrent Resolution,"A concurrent resolution to urge the United States Department of Homeland Security to continue to work with the states to coordinate driver's licenses with the new passport requirements to reenter the country from Canada.

Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SCR 0044 of 2006,Senate Concurrent Resolution,"A concurrent resolution to urge the Democratic National Committee to consider Detroit as the host site for the 2008 Democratic National Convention.

Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SCR 0045 of 2006,Senate Concurrent Resolution,"A concurrent resolution to create the Joint Select Committee on Economic Growth.

Last Action: House committee members named: Fulton Sheen, William Huizenga, Andy Dillon"
SCR 0046 of 2006,Senate Concurrent Resolution,"A concurrent resolution to increase the total project cost of the Instructional Addition/Renovation project at Alpena Community College.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0047 of 2006,Senate Concurrent Resolution,"A concurrent resolution to revise the total project cost and to revise the scope of the Department of Transportation Cadillac Transportation Service Center project.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0048 of 2006,Senate Concurrent Resolution,"A concurrent resolution to increase the total project cost and to revise the scope of the Information Technology Center/Renovation project at Southwestern Michigan College.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0049 of 2006,Senate Concurrent Resolution,"A concurrent resolution approving a lease among the State of Michigan, the State Building Authority, and the Community College District of Gogebic County relative to the Community College District of Gogebic County Special Maintenance projects.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0050 of 2006,Senate Concurrent Resolution,"A concurrent resolution approving a lease among the State of Michigan, the State Building Authority, and Lake Superior State University relative to the Lake Superior State University Special Maintenance projects.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0051 of 2006,Senate Concurrent Resolution,"A concurrent resolution to urge the United States Department of Veterans Affairs to provide all veterans access to credit rating agencies to secure personal information against identity theft.

Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS"
SCR 0052 of 2006,Senate Concurrent Resolution,"A concurrent resolution to increase the total project cost of the Information Technology Center and Center for Health Professions Renovation project at Jackson Community College.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0053 of 2006,Senate Concurrent Resolution,"A concurrent resolution to honor the memory of John W. Fitzgerald, former member of the Michigan Senate and justice of the Michigan Supreme Court.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0054 of 2006,Senate Concurrent Resolution,"A concurrent resolution to waive the legislative notice requirement for increases in rates of compensation for certain employees in the state classified service.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0055 of 2006,Senate Concurrent Resolution,"A concurrent resolution to urge Michigan's public colleges and universities to make available to each Michigan high school information on the number of students who graduated from that high school who are taking remedial mathematics or English courses.

Last Action: REFERRED TO COMMITTEE ON EDUCATION"
SCR 0056 of 2006,Senate Concurrent Resolution,"A concurrent resolution of tribute to honor the memory of Jackie Vaughn III, former member of the Senate and the House of Representatives.
Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0057 of 2006,Senate Concurrent Resolution,"A concurrent resolution prescribing the legislative schedule.Last Action: referred to Committee on House Oversight, Elections, and Ethics"
SCR 0058 of 2006,Senate Concurrent Resolution,A concurrent resolution prescribing the legislative schedule.Last Action: REFERRED TO SECRETARY FOR RECORD
SCR 0059 of 2006,Senate Concurrent Resolution,"A concurrent resolution approving the conveyance of property to the State Building Authority and approving a lease among the State of Michigan, the State Building Authority, and Glen Oaks Community College relative to the Glen Oaks Community College Science Addition/Allied Health Renovation project.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0060 of 2006,Senate Concurrent Resolution,"A concurrent resolution approving the conveyance of property to the State Building Authority and approving a lease among the State of Michigan, the State Building Authority, and Grand Valley State University relative to the Grand Valley State University Padnos College of Engineering.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0061 of 2006,Senate Concurrent Resolution,"A concurrent resolution approving the conveyance of property to the State Building Authority and approving a lease among the State of Michigan, the State Building Authority, and Northwestern College relative to the Northwestern College Oleson Center Renovations.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0062 of 2006,Senate Concurrent Resolution,"A concurrent resolution approving a lease among the State of Michigan, the State Building Authority, and Michigan Technological University relative to the Michigan Technological University General Campus Renovations (the ""Facility"").

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0063 of 2006,Senate Concurrent Resolution,"A concurrent resolution to revise the scope and increase the total project cost of the Technical and Industrial Building Renovations project at Washtenaw Community College.

Last Action: REFERRED TO SECRETARY FOR RECORD"
SCR 0064 of 2006,Senate Concurrent Resolution,"A concurrent resolution to revise the subtotal project costs for the Wayne State University Engineering Development Center project.

Last Action: REFERRED TO SECRETARY FOR RECORD"
