doc_id,doc_name,alt_id,alt_name,doc_session,doc_type,doc_area_major,doc_area_minor,doc_description,doc_url,is_current_session
11sb0011,SB 0011 of 2011,NA,NA,2011-2012,SB,Labor,public service employment,"Labor; public service employment; definition of public employee; clarify regarding persons who receive payments from government subsidies. Amends secs. 1 & 14 of 1947 PA 336 (MCL 423.201 & 423.214).Last Action: REFERRED TO COMMITTEE ON REFORMS, RESTRUCTURING AND REINVENTING",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0011,FALSE
11sb0012,SB 0012 of 2011,NA,NA,2011-2012,SB,Employment security,employers,Employment security; employers; certain practices in the calculation of contribution rate; prohibit. Amends 1936 (Ex Sess) PA 1 (MCL 421.1  - 421.75) by adding sec. 22c.Last Action: re-referred to Committee on Commerce,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0012,FALSE
11sb0013,SB 0013 of 2011,NA,NA,2011-2012,SB,Law,other,Law; other; definition of individual; specify to include fetus for purposes of statutory interpretation. Amends sec. 3 of 1846 RS 1 (MCL 8.3) & adds sec. 3x.Last Action: REFERRED TO COMMITTEE ON JUDICIARY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0013,FALSE
11sb0014,SB 0014 of 2011,NA,NA,2011-2012,SB,Labor,health and safety,Labor; health and safety; Michigan occupational safety and health act; repeal. Repeals 1974 PA 154 (MCL 408.1001 - 408.1094).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0014,FALSE
11sb0015,SB 0015 of 2011,NA,NA,2011-2012,SB,Public employees and officers,other,Public employees and officers; other; public employment of individuals convicted of certain offenses; implement prohibition. Creates new act.Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT AND ELECTIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0015,FALSE
11sb0016,SB 0016 of 2011,NA,NA,2011-2012,SB,Michigan business tax,gross receipts,Michigan business tax; gross receipts; certain media property and live radio or television programming; exclude from gross receipts tax base. Amends secs. 111 & 113 of 2007 PA 36 (MCL 208.1111 & 208.1113).Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0016,FALSE
11sb0017,SB 0017 of 2011,NA,NA,2011-2012,SB,Health,pharmaceuticals,Health; pharmaceuticals; formation of medicinal marihuana clubs or operation of medical marihuana bars; prohibit. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 7421.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0017,FALSE
11sb0018,SB 0018 of 2011,NA,NA,2011-2012,SB,Natural resources,nonnative species,"Natural resources; nonnative species; use of prohibited or restricted species as bait; prohibit. Amends secs. 41301 & 41309 of 1994 PA 451 (MCL 324.41301 & 324.41309).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0018,FALSE
11sb0019,SB 0019 of 2011,NA,NA,2011-2012,SB,Crimes,disorderly conduct,Crimes; disorderly conduct; penalties for disrupting a religious service; increase. Amends sec. 169 of 1931 PA 328 (MCL 750.169).Last Action: re-referred to Committee on Judiciary,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0019,FALSE
11sb0020,SB 0020 of 2011,11pa0010,PA 0010 of 2011,2011-2012,SB,Labor,health and safety,Labor; health and safety; promulgation of rules regarding workplace ergonomics; prohibit. Amends 1974 PA 154 (MCL 408.1001 - 408.1094) by adding sec. 17.Last Action: ASSIGNED PA 0010'11 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0020,FALSE
11sb0021,SB 0021 of 2011,12pa0535,PA 0535 of 2012,2011-2012,SB,State financing and management,other,State financing and management; other; performance metrics; require of state departments. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 447.  TIE BAR WITH: SB 0802'11Last Action: ASSIGNED PA 0535'12 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0021,FALSE
11sb0022,SB 0022 of 2011,11pa0011,PA 0011 of 2011,2011-2012,SB,Probate,trusts,Probate; trusts; uniform statutory rule against perpetuities; revise to reflect limitation of the personal property trust perpetuities act to certain property. Amends sec. 5 of 1988 PA 418 (MCL 554.75).Last Action: ASSIGNED PA 0011'11 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0022,FALSE
11sb0023,SB 0023 of 2011,11pa0012,PA 0012 of 2011,2011-2012,SB,Probate,trusts,Probate; trusts; personal property trust perpetuities act; limit application to certain property. Amends sec. 4 of 2008 PA 148 (MCL 554.94).Last Action: ASSIGNED PA 0012'11 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0023,FALSE
11sb0024,SB 0024 of 2011,11pa0075,PA 0075 of 2011,2011-2012,SB,Insurance,other,Insurance; other; payment of commissions or rebates to certain producers; permit. Amends sec. 1505 of 1956 PA 218 (MCL 500.1505).Last Action: ASSIGNED PA 0075'11 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0024,FALSE
11sb0025,SB 0025 of 2011,NA,NA,2011-2012,SB,Health,death,"Health; death; final disposition of fetal remains; define, and clarify authorization requirements. Amends secs. 2803, 2804 & 2834 of 1978 PA 368 (MCL 333.2803 et seq.).  TIE BAR WITH: SB 0054'11Last Action: referred to Committee on Health Policy",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0025,FALSE
11sb0026,SB 0026 of 2011,NA,NA,2011-2012,SB,Retirement,legislative,"Retirement; legislative; retirement health care benefits for legislators; eliminate. Amends secs. 50b, 75 & 79 of 1957 PA 261 (MCL 38.1050b et seq.) & adds sec. 79a.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0026,FALSE
11sb0027,SB 0027 of 2011,NA,NA,2011-2012,SB,Agriculture,animals,"Agriculture; animals; transfer of regulatory responsibility from department of natural resources and environment to department of agriculture; provide for. Amends secs. 2, 3, 4, 6, 7 & 10 of 2000 PA 190 (MCL 287.952 et seq.).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0027,FALSE
11sb0028,SB 0028 of 2011,11pa0076,PA 0076 of 2011,2011-2012,SB,Income tax,collections,Income tax; collections; use of credit cards or debit cards as payment option for state taxes; allow. Amends sec. 19 of 1941 PA 122 (MCL 205.19).Last Action: ASSIGNED PA 0076'11 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0028,FALSE
11sb0029,SB 0029 of 2011,12pa0122,PA 0122 of 2012,2011-2012,SB,Crimes,weapons,"Crimes; weapons; sale, possession, and use of device that uses electro-muscular technology; amend Michigan penal code to allow under certain circumstances. Amends sec. 224a of 1931 PA 328 (MCL 750.224a).  TIE BAR WITH: SB 0030'11Last Action: ASSIGNED PA 0122'12 WITH IMMEDIATE EFFECT",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0029,FALSE
11sb0030,SB 0030 of 2011,12pa0123,PA 0123 of 2012,2011-2012,SB,Weapons,licensing,"Weapons; licensing; sale, possession, and use of device that uses electro-muscular disruption technology; amend firearms act to allow under certain circumstances. Amends title & secs. 5f, 5g, 5k & 5o of 1927 PA 372 (MCL 28.425f et seq.).  TIE BAR WITH: SB 0029'11Last Action: ASSIGNED PA 0123'12 WITH IMMEDIATE EFFECT",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0030,FALSE
11sb0031,SB 0031 of 2011,NA,NA,2011-2012,SB,Law enforcement,other,Law enforcement; other; definition of regularly employed; clarify in commission on law enforcement standards act and require certain programming on racial profiling. Amends secs. 2 & 9 of 1965 PA 203 (MCL 28.602 & 28.609).Last Action: REFERRED TO COMMITTEE ON JUDICIARY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0031,FALSE
11sb0032,SB 0032 of 2011,NA,NA,2011-2012,SB,Liquor,licenses,Liquor; licenses; license to sell and taste wine at farmers markets; provide for. Amends sec. 537 of 1998 PA 58 (MCL 436.1537).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0032,FALSE
11sb0033,SB 0033 of 2011,NA,NA,2011-2012,SB,Property tax,principal residence exemption,Property tax; principal residence exemption; eligibility for conditional rescission of principal residence exemption; expand to certain inherited estates. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc).Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0033,FALSE
11sb0034,SB 0034 of 2011,NA,NA,2011-2012,SB,Property tax,personal property,Property tax; personal property; personal property tax of certain businesses; exempt. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 9n.Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0034,FALSE
11sb0035,SB 0035 of 2011,12pa0080,PA 0080 of 2012,2011-2012,SB,Traffic control,traffic regulation,Traffic control; traffic regulation; maximum length allowed for a recreational vehicle in combination with a trailer; revise. Amends secs. 719 & 721 of 1949 PA 300 (MCL 257.719 & 257.721).Last Action: ASSIGNED PA 0080'12 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0035,FALSE
11sb0036,SB 0036 of 2011,NA,NA,2011-2012,SB,Income tax,checkoff,Income tax; checkoff; contribution designation for autism research fund; establish. Amends sec. 435 of 1967 PA 281 (MCL 206.435).  TIE BAR WITH: SB 0037'11Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0036,FALSE
11sb0037,SB 0037 of 2011,NA,NA,2011-2012,SB,Income tax,other,Income tax; other; autism research fund; create. Creates new act.  TIE BAR WITH: SB 0036'11Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0037,FALSE
11sb0038,SB 0038 of 2011,NA,NA,2011-2012,SB,Insurance,health,Insurance; health; coverage for certain treatments related to autism; provide for. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406s.Last Action: REFERRED TO COMMITTEE ON INSURANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0038,FALSE
11sb0039,SB 0039 of 2011,NA,NA,2011-2012,SB,Insurance,health care corporations,Insurance; health care corporations; coverage for certain treatments related to autism; provide for. Amends 1980 PA 350 (MCL 550.1101 - 550.1704) by adding sec. 416e.Last Action: REFERRED TO COMMITTEE ON INSURANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0039,FALSE
11sb0040,SB 0040 of 2011,NA,NA,2011-2012,SB,Public employees and officers,other,Public employees and officers; other; candidates for elected public office; implement constitutional prohibition against placement on ballot if convicted of certain offenses. Amends sec. 933 of 1954 PA 116 (MCL 168.933) & adds sec. 558a.Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT AND ELECTIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0040,FALSE
11sb0041,SB 0041 of 2011,NA,NA,2011-2012,SB,Property tax,delinquent taxes,Property tax; delinquent taxes; distribution and collections from surplus fund for county treasurer; prohibit. Amends secs. 87c & 87d of 1893 PA 206 (MCL 211.87c & 211.87d).Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0041,FALSE
11sb0042,SB 0042 of 2011,NA,NA,2011-2012,SB,Property tax,delinquent taxes,Property tax; delinquent taxes; option to transfer properties to land bank before second auction; allow. Amends sec. 78m of 1893 PA 206 (MCL 211.78m).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0042,FALSE
11sb0043,SB 0043 of 2011,11pa0205,PA 0205 of 2011,2011-2012,SB,Consumer credit,lending practices,Consumer credit; lending practices; crime of residential mortgage fraud; establish. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 219d.Last Action: ASSIGNED PA 0205'11 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0043,FALSE
11sb0044,SB 0044 of 2011,NA,NA,2011-2012,SB,Criminal procedure,sentencing guidelines,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of mortgage fraud; enact. Amends sec. 16l, ch. XVII of 1927 PA 175 (MCL 777.16l).  TIE BAR WITH: SB 0043'11Last Action: re-referred to Committee on Banking and Financial Services",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0044,FALSE
11sb0045,SB 0045 of 2011,NA,NA,2011-2012,SB,Education,discipline,Education; discipline; policy prohibiting harassment and bullying at school; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1310b.Last Action: POSTPONED UNTIL 12/28/2012,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0045,FALSE
11sb0046,SB 0046 of 2011,11pa0097,PA 0097 of 2011,2011-2012,SB,Land use,zoning and growth management,Land use; zoning and growth management; production of ethanol on farms; authorize. Amends 2006 PA 110 (MCL 125.3101 - 125.3702) by adding sec. 513.Last Action: ASSIGNED PA 0097'11 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0046,FALSE
11sb0047,SB 0047 of 2011,NA,NA,2011-2012,SB,Human services,medical services,Human services; medical services; covered providers; expand to include registered dental hygienists. Amends sec. 109 of 1939 PA 280 (MCL 400.109).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0047,FALSE
11sb0048,SB 0048 of 2011,NA,NA,2011-2012,SB,Education,facilities,Education; facilities; school building site approval by local unit of government; require for certain school buildings and prescribe criteria for site plan approval by superintendent of public instruction. Amends sec. 1263 of 1976 PA 451 (MCL 380.1263).Last Action: REFERRED TO COMMITTEE ON EDUCATION,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0048,FALSE
11sb0049,SB 0049 of 2011,NA,NA,2011-2012,SB,Elections,absent voters,"Elections; absent voters; absent voter ballot; issue upon voter's request without requiring justification. Amends secs. 758, 759 & 759b of 1954 PA 116 (MCL 168.758 et seq.).Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT AND ELECTIONS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0049,FALSE
11sb0050,SB 0050 of 2011,NA,NA,2011-2012,SB,Insurance,health,"Insurance; health; coverage for autism spectrum disorder, mental health, and substance abuse treatment; provide that coverage cannot be more restrictive than coverage for medical treatment. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406s.Last Action: REFERRED TO COMMITTEE ON INSURANCE",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0050,FALSE
11sb0051,SB 0051 of 2011,NA,NA,2011-2012,SB,Health,research,"Health; research; research on a live or aborted embryo, fetus, or neonate; prohibit after elective abortions and require consent after spontaneous and nonelective abortions. Amends secs. 2685 & 2688 of 1978 PA 368 (MCL 333.2685 & 333.2688).Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0051,FALSE
11sb0052,SB 0052 of 2011,NA,NA,2011-2012,SB,Traffic control,speed restrictions,Traffic control; speed restrictions; procedures for establishing speed restrictions on dirt and gravel roads; revise. Amends secs. 628 & 629 of 1949 PA 300 (MCL 257.628 & 257.629).Last Action: read a second time,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0052,FALSE
11sb0053,SB 0053 of 2011,11pa0021,PA 0021 of 2011,2011-2012,SB,Civil procedure,evidence,Civil procedure; evidence; introduction of evidence of an expression of sympathy as an admission of liability in a civil action; prohibit. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 2155.Last Action: ASSIGNED PA 0021'11 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0053,FALSE
11sb0054,SB 0054 of 2011,NA,NA,2011-2012,SB,Health,death,Health; death; final disposition of fetal remains; clarify authorization requirements and provide penalties for noncompliance. Amends secs. 2848 & 13807 of 1978 PA 368 (MCL 333.2848 & 333.13807) & adds secs. 2836 & 2854.  TIE BAR WITH: SB 0025'11Last Action: referred to Committee on Health Policy,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0054,FALSE
11sb0055,SB 0055 of 2011,NA,NA,2011-2012,SB,Criminal procedure,sentencing guidelines,"Criminal procedure; sentencing guidelines; sentencing guidelines for violation of requirements for final disposition of fetal remains; establish. Amends sec. 13k, ch. XVII of 1927 PA 175 (MCL 777.13k).  TIE BAR WITH: SB 0025'11, SB 0054'11Last Action: REFERRED TO COMMITTEE ON JUDICIARY",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0055,FALSE
11sb0056,SB 0056 of 2011,12pa0537,PA 0537 of 2012,2011-2012,SB,Highways,name,"Highways; name; renaming a portion of M-21; designate as ""Mark V. Ingram II Freeway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 1059.Last Action: ASSIGNED PA 0537'12",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0056,FALSE
11sb0057,SB 0057 of 2011,NA,NA,2011-2012,SB,Criminal procedure,sentencing guidelines,"Criminal procedure; sentencing guidelines; crime of carrying a concealed weapon in a prohibited place; delete from guidelines due to repeal of section. Amends sec. 11b, ch. XVII of 1927 PA 175 (MCL 777.11b).  TIE BAR WITH: SB 0058'11Last Action: REFERRED TO COMMITTEE ON JUDICIARY",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0057,FALSE
11sb0058,SB 0058 of 2011,NA,NA,2011-2012,SB,Weapons,concealed,"Weapons; concealed; list of specified premises on which a person licensed to carry a concealed weapon may not carry that weapon; eliminate. Amends sec. 5c of 1927 PA 372 (MCL 28.425c) & repeals sec. 5o of 1927 PA 372 (MCL 28.425o).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0058,FALSE
11sb0059,SB 0059 of 2011,NA,NA,2011-2012,SB,Weapons,licensing,"Weapons; licensing; concealed weapons licensing boards; eliminate, and transfer powers to secretary of state. Amends secs. 2a, 4, 5, 5a, 5b, 5c, 5d, 5e, 5f, 5j, 5k, 5l, 5m, 5o, 6a & 8 of 1927 PA 372 (MCL 28.422a et seq.) & adds sec. 5x.Last Action: VETOED BY GOVERNOR 12/18/2012",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0059,FALSE
11sb0060,SB 0060 of 2011,NA,NA,2011-2012,SB,Income tax,income,Income tax; income; compensation received under the wrongful imprisonment compensation act; provide a deduction. Amends sec. 30 of 1967 PA 281 (MCL 206.30).  TIE BAR WITH: SB 0061'11Last Action: REFERRED TO COMMITTEE ON JUDICIARY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0060,FALSE
11sb0061,SB 0061 of 2011,NA,NA,2011-2012,SB,Civil procedure,remedies,Civil procedure; remedies; wrongful imprisonment for crime; provide compensation for. Creates new act.  TIE BAR WITH: SB 0060'11Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0061,FALSE
11sb0062,SB 0062 of 2011,NA,NA,2011-2012,SB,State financing and management,funds,State financing and management; funds; general fund surplus; require to be earmarked into the budget stabilization fund. Amends sec. 451 of 1984 PA 431 (MCL 18.1451).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0062,FALSE
11sb0063,SB 0063 of 2011,NA,NA,2011-2012,SB,State financing and management,budget,State financing and management; budget; fiscal year calendar; revise. Amends sec. 491 of 1984 PA 431 (MCL 18.1491).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0063,FALSE
11sb0064,SB 0064 of 2011,12pa0139,PA 0139 of 2012,2011-2012,SB,Housing,landlord and tenants,Housing; landlord and tenants; summary proceedings to recover possession of premises; allow after 7-day notice to quit if tenant injures or threatens to injure another individual. Amends sec. 5714 of 1961 PA 236 (MCL 600.5714).  TIE BAR WITH: SB 0065'11Last Action: ASSIGNED PA 0139'12 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0064,FALSE
11sb0065,SB 0065 of 2011,12pa0140,PA 0140 of 2012,2011-2012,SB,Housing,landlord and tenants,Housing; landlord and tenants; termination of lease for certain controlled substance offenders if police report is filed; allow filing by person other than landlord. Amends sec. 34 of 1846 RS 66 (MCL 554.134).  TIE BAR WITH: SB 0064'11Last Action: ASSIGNED PA 0140'12 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0065,FALSE
11sb0066,SB 0066 of 2011,NA,NA,2011-2012,SB,Transportation,funds,Transportation; funds; governmental authority for an international bridge crossing; provide for. Creates new act & repeals (See bill).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0066,FALSE
11sb0067,SB 0067 of 2011,NA,NA,2011-2012,SB,Labor,fair employment practices,Labor; fair employment practices; awarding state government contracts to businesses that employ undocumented workers; prohibit. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 264a.Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0067,FALSE
11sb0068,SB 0068 of 2011,NA,NA,2011-2012,SB,Consumer protection,other,Consumer protection; other; requirement for written notification of a business's return policy to be posted and printed on the receipt; provide for. Amends sec. 3 of 1976 PA 331 (MCL 445.903).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0068,FALSE
11sb0069,SB 0069 of 2011,NA,NA,2011-2012,SB,Property tax,exemptions,Property tax; exemptions; tax exemption for certain disabled veterans; provide for. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 7ll.Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0069,FALSE
11sb0070,SB 0070 of 2011,NA,NA,2011-2012,SB,Insurance,essential,Insurance; essential; remedies for denials of claims; provide for. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 2229.Last Action: REFERRED TO COMMITTEE ON INSURANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0070,FALSE
11sb0071,SB 0071 of 2011,NA,NA,2011-2012,SB,Insurance,insurers,"Insurance; insurers; requirement for insurers to deal fairly and in good faith with individuals claiming benefits; provide for. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding secs. 2203, 3149, 3400a, 3501a, 3600a, 4003 & 4403.Last Action: REFERRED TO COMMITTEE ON INSURANCE",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SB-0071,FALSE
