Document,Type,Description
HR 0025 of 2019,House Resolution,"A resolution to request an opinion of the Supreme Court of the state of Michigan pursuant to Article III, Section 8 of the Constitution of the State of Michigan of 1963.Last Action: adopted"
SR 0025 of 2019,Senate Resolution,A resolution to memorialize the Congress of the United States to continue full funding of the Great Lakes Restoration Initiative and to prioritize cleaning up the remaining Great Lakes areas of concern in accordance with a comprehensive strategy and schedule.Last Action: ADOPTED AS SUBSTITUTED (S-1)
SR 0026 of 2019,Senate Resolution,"A resolution to recognize March 18, 2019, as Gas Utility Worker Appreciation Day.Last Action: ADOPTED"
HR 0026 of 2019,House Resolution,"A resolution to urge the Governor to submit an executive order to reorganize the executive branch towards improving environmental protections, access to safe and clean drinking water, and the health and safety of Michigan's citizens, in a manner consistent with the intent of the Legislature.Last Action: re-referred to Committee on Government Operations"
HR 0027 of 2019,House Resolution,A resolution to honor the life and service of Congressman John D. Dingell Jr.Last Action: adopted by unanimous standing vote
SR 0027 of 2019,Senate Resolution,"A resolution to reject the extreme anti-life policies contained in New York's Reproductive Health Act, to support President Trump's call for an end to late-term abortions, and to encourage the U.S. Congress to pass the Born-Alive Abortion Survivors Protection Act.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES"
SR 0028 of 2019,Senate Resolution,"A resolution to commemorate March 20, 2019, as Hunger Solutions Day.Last Action: ADOPTED"
HR 0028 of 2019,House Resolution,A resolution to opposing the lawsuit filed by Michigan's Attorney General challenging the President's emergency declaration to build a wall on the southern border of the United States.Last Action: reported with recommendation without amendment
HR 0029 of 2019,House Resolution,A resolution to commemorate the 80th anniversary of the Michigan Fraternal Order of Police.Last Action: adopted
SR 0029 of 2019,Senate Resolution,A resolution to recognize April 2019 as Donate Life Month.Last Action: ADOPTED
SR 0030 of 2019,Senate Resolution,A resolution to encourage the Natural Resources Commission to add Sandhill cranes to the game species list and seek U.S. Fish and Wildlife Service approval to establish a Sandhill crane hunting season.Last Action: PLACED ON ORDER OF RESOLUTIONS
HR 0030 of 2019,House Resolution,"A resolution to declare February 24-March 2, 2019, as Family Medicine Week in the state of Michigan.Last Action: adopted"
HR 0031 of 2019,House Resolution,A resolution to declare March 2019 as Reading Month in the state of Michigan.Last Action: adopted
SR 0031 of 2019,Senate Resolution,A resolution to oppose the mass deportation of Iraqi nationals residing in Michigan and the United States.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0032 of 2019,Senate Resolution,"A resolution to recognize April 11, 2019, as Chaldean American Day.Last Action: ADOPTED"
HR 0032 of 2019,House Resolution,A resolution to urge the chairs of the House Oversight Committee and the House Government Operations Committee to hold hearings on the improper use of federal Hardest Hit Funds by the Detroit Land Bank Authority and the Detroit Building Authority.Last Action: referred to Committee on Government Operations
HR 0033 of 2019,House Resolution,A resolution to amend the Standing Rules of the House of Representatives.Last Action: referred to Committee on Government Operations
SR 0033 of 2019,Senate Resolution,"A resolution to commemorate April 11-17, 2019, as Black Maternal Health Week.Last Action: ADOPTED"
SR 0034 of 2019,Senate Resolution,"A resolution to recognize April 24, 2019, as Suits and SneakersÂ® Day.Last Action: ADOPTED"
HR 0034 of 2019,House Resolution,A resolution to declare March 2019 as Ethnic and Cultural Heritage Month in the state of Michigan.Last Action: adopted
HR 0035 of 2019,House Resolution,A resolution to declare March 2019 as Athletic Trainer Month in the state of Michigan.Last Action: adopted
SR 0035 of 2019,Senate Resolution,A resolution to designate April 2019 as Sexual Assault Awareness Month.Last Action: ADOPTED
SR 0036 of 2019,Senate Resolution,A resolution to designate May 2019 as Motorcycle Safety Awareness Month.Last Action: ADOPTED
HR 0036 of 2019,House Resolution,"A resolution to  declare March 7, 2019, as Rare Disease Awareness Day in the state of Michigan.Last Action: adopted"
HR 0037 of 2019,House Resolution,A resolution to commemorate the 100th anniversary of the American Legion.Last Action: adopted
SR 0037 of 2019,Senate Resolution,"A resolution to recognize April 18, 2019, as Lineworker Appreciation Day.Last Action: ADOPTED"
SR 0038 of 2019,Senate Resolution,A resolution to urge the U.S. Fish and Wildlife Service to remove the Michigan gray wolf from the federal endangered and threatened species list.Last Action: PLACED ON ORDER OF RESOLUTIONS
HR 0038 of 2019,House Resolution,"A resolution to  declare March 8, 2019, as International Women's Day in the state of Michigan.Last Action: adopted"
HR 0039 of 2019,House Resolution,A resolution to memorialize the Congress of the United States to amend the Internal Revenue Code to allow feminine-hygiene products to qualify as an eligible expense under flexible spending accounts.Last Action: referred to Committee on Health Policy
SR 0039 of 2019,Senate Resolution,"A resolution to recognize May 7, 2019, as Michigan Foster Care Day.Last Action: ADOPTED"
SR 0040 of 2019,Senate Resolution,"A resolution to commemorate April 22-29, 2019, as Black April Memorial Week.Last Action: ADOPTED"
HR 0040 of 2019,House Resolution,A resolution to commemorate the 40th anniversary of the founding of the Michigan Counties Workers' Compensation Fund.Last Action: adopted
HR 0041 of 2019,House Resolution,A resolution to oppose the Green New Deal as outlined in U.S. House Resolution 109 and U.S. Senate Resolution 59 and encourage our national leaders to pursue smarter evidence-based regulatory practices.Last Action: reported with recommendation without amendment
SR 0041 of 2019,Senate Resolution,"A resolution to commemorate April 28, 2019, as Workers' Memorial Day.Last Action: ADOPTED"
SR 0042 of 2019,Senate Resolution,"A resolution recognizing May 5-11, 2019, as InfantSEEÂ® Week.Last Action: ADOPTED"
HR 0042 of 2019,House Resolution,"A resolution to declare March 10-16, 2019, as Sunshine Week in the state of Michigan.Last Action: adopted"
HR 0043 of 2019,House Resolution,"A resolution to declare March 13, 2019, as Agriculture Day in the state of Michigan.Last Action: adopted"
SR 0043 of 2019,Senate Resolution,A resolution to recognize May 2019 as Mental Health Awareness Month.Last Action: ADOPTED
SR 0044 of 2019,Senate Resolution,"A resolution to declare May 2, 2019, as Holocaust Remembrance Day.Last Action: ADOPTED"
HR 0044 of 2019,House Resolution,"A resolution to declare March 18, 2019, as Gas Utility Worker Appreciation Day in the state of Michigan.Last Action: adopted"
HR 0045 of 2019,House Resolution,A resolution to memorialize the Congress of the United States to continue full funding of the Great Lakes Restoration Initiative.Last Action: referred to Committee on Natural Resources and Outdoor Recreation
SR 0045 of 2019,Senate Resolution,"A resolution recognizing May 5-11, 2019, as National Travel and Tourism Week, to draw attention to the importance of tourism to Michigan's economy and well-being.Last Action: ADOPTED"
SR 0046 of 2019,Senate Resolution,"A resolution to recognize May 12-18, 2019, as Police Week.Last Action: ADOPTED"
HR 0046 of 2019,House Resolution,"A resolution to declare March 19, 2019, as Law Enforcement Mental Health Awareness Day in the state of Michigan.Last Action: adopted"
HR 0047 of 2019,House Resolution,"A resolution to declare March 25, 2019, as Greek Independence Day in the state of Michigan.Last Action: adopted"
SR 0047 of 2019,Senate Resolution,"A resolution to commemorate May 12-18, 2019, as STEM Awareness Week.Last Action: ADOPTED"
SR 0048 of 2019,Senate Resolution,A resolution to commemorate the 100th anniversary of Michigan's state parks system.Last Action: ADOPTED
HR 0048 of 2019,House Resolution,"A resolution to declare March 20, 2019, as Snowplow Driver Appreciation Day in the state of Michigan.Last Action: adopted"
HR 0049 of 2019,House Resolution,"A resolution to declare April 2, 2019, as Autism Awareness Day in the state of Michigan.Last Action: adopted"
SR 0049 of 2019,Senate Resolution,A resolution to oppose the Keweenaw Bay Indian Community's application to regulate water quality and air quality under federal law on the L'Anse Reservation.Last Action: PLACED ON ORDER OF RESOLUTIONS
SR 0050 of 2019,Senate Resolution,"A resolution to recognize May 17, 2019, as Detroit Bike to Work Day.Last Action: ADOPTED"
HR 0050 of 2019,House Resolution,A resolution to declare April 2019 as Autism Awareness Month in the state of Michigan.Last Action: adopted
HR 0051 of 2019,House Resolution,"A resolution to declare March 22, 2019, as Youth Parenting Awareness Day in the state of Michigan.Last Action: adopted"
SR 0051 of 2019,Senate Resolution,A resolution to recognize May 2019 as Brain Tumor Awareness Month.Last Action: ADOPTED
SR 0052 of 2019,Senate Resolution,"A resolution to commemorate May 23, 2019, as the 120th Anniversary of the Michigan Municipal League.Last Action: ADOPTED"
HR 0052 of 2019,House Resolution,"A resolution to declare March 22, 2019, as Michigan Water Day and World Water Day in the state of Michigan.Last Action: adopted"
HR 0053 of 2019,House Resolution,A resolution to declare April 2019 as Michigan Student Athlete Cardiac Awareness Month in the state of Michigan.Last Action: adopted
SR 0053 of 2019,Senate Resolution,"A resolution to commemorate May 22, 2019, as Equal Rights Advocacy Day.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0054 of 2019,Senate Resolution,"A resolution to A resolution to recognize June 2019 as Lesbian, Gay, Bisexual, and Transgender (LGBT) Pride Month.Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND VETERANS"
HR 0054 of 2019,House Resolution,"A resolution to declare April 2, 2019, as Pay Equity Day in the state of Michigan.Last Action: adopted"
HR 0055 of 2019,House Resolution,"A resolution to declare March 30-April 6, 2019, as Money Smart Week in the state of Michigan.Last Action: adopted"
SR 0055 of 2019,Senate Resolution,"A resolution to recognize June 12, 2019, as Women Veterans Recognition Day.Last Action: ADOPTED"
SR 0056 of 2019,Senate Resolution,A resolution to recognize June 2019 as Aphasia Awareness Month.Last Action: ADOPTED
HR 0056 of 2019,House Resolution,A resolution to urge the Congress of the United States to consider legislation or other reforms to help stabilize distressed multiemployer pension systems.Last Action: referred to Committee on Local Government and Municipal Finance
HR 0057 of 2019,House Resolution,"A resolution to urge the President and the United States Department of Health and Human Services to repeal the new rule changing funding eligibility for the Title X family planning program.Last Action: referred to Committee on Families, Children, and Seniors"
SR 0057 of 2019,Senate Resolution,"A resolution to commemorate June 6, 2019, as the inaugural Indian-American Legislative Day in the state of Michigan.Last Action: ADOPTED"
SR 0058 of 2019,Senate Resolution,"A resolution to recognize June 7, 2019, as National Gun Violence Awareness Day.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HR 0058 of 2019,House Resolution,A resolution to declare April 2019 as Child Abuse Prevention Month in the state of Michigan.Last Action: adopted
HR 0059 of 2019,House Resolution,A resolution to declare April 2019 as Junior Achievement Month in the state of Michigan.Last Action: adopted
SR 0059 of 2019,Senate Resolution,"A resolution to commemorate June 10, 2019, as the 100th anniversary of Michigan's ratification of the 19th Amendment.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0060 of 2019,Senate Resolution,"A resolution to urge the Natural Resources Commission to hold a formal, full meeting on the proposed changes to deer baiting and feeding policies in the affected area of the Upper Peninsula before any decisions are made to change the regulations.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
HR 0060 of 2019,House Resolution,A resolution to declare April 2019 as Arab-American Heritage Month in the state of Michigan.   Last Action: adopted
HR 0061 of 2019,House Resolution,A resolution to encourage the Natural Resources Commission to add Sandhill cranes to the game species list and seek U.S. Fish and Wildlife Service approval to establish a Sandhill crane hunting season.Last Action: referred to Committee on Natural Resources and Outdoor Recreation
SR 0061 of 2019,Senate Resolution,A resolution to commemorate July 2019 as Craft Beer Month.Last Action: ADOPTED
SR 0062 of 2019,Senate Resolution,"A resolution to  commemorate June 19, 2019, as Juneteenth.Last Action: ADOPTED"
HR 0062 of 2019,House Resolution,"A resolution to declare April 10, 2019, as End Epilepsy Day in the state of Michigan.Last Action: adopted"
HR 0063 of 2019,House Resolution,"A resolution to recognize the historic, cultural and religious significance of the festival of Vaisakhi and to declare April 14, 2019, as Vaisakhi Day in the state of Michigan.Last Action: adopted"
SR 0063 of 2019,Senate Resolution,A resolution to recognize June 2019 as Lipedema Awareness Month.Last Action: ADOPTED
SR 0064 of 2019,Senate Resolution,A resolution to recognize July 2019 as Michigan Wildlife Conservation Month.Last Action: ADOPTED
HR 0064 of 2019,House Resolution,A resolution to declare April 2019 as Sexual Assault Awareness Month in the state of Michigan.Last Action: adopted
HR 0065 of 2019,House Resolution,"A resolution to declare April 11, 2019, as Chaldean American Day in the state of Michigan.Last Action: adopted"
SR 0065 of 2019,Senate Resolution,"A resolution to commemorate June 27, 2019, as Post Traumatic Stress Injury Awareness Day.Last Action: ADOPTED"
SR 0066 of 2019,Senate Resolution,"A resolution to commemorate July 20, 2019, as Filipino-American Friendship Day.Last Action: ADOPTED"
HR 0066 of 2019,House Resolution,"A resolution to declare April 15-21, 2019, as Aviation Week in the state of Michigan.Last Action: adopted"
HR 0067 of 2019,House Resolution,"A resolution to declare April 14-20, 2019, as Public Safety Telecommunicators Week in the state of Michigan.Last Action: adopted"
SR 0067 of 2019,Senate Resolution,"A resolution to recognize June 30-July 7, 2019, as Aquatic Invasive Species Awareness Week.Last Action: ADOPTED"
SR 0068 of 2019,Senate Resolution,"A resolution to recognize July 26-28, 2019, as the Michigan Professional Fire Fighters Union and Muscular Dystrophy Association's ""Fill the Boot Weekend.""Last Action: ADOPTED"
HR 0068 of 2019,House Resolution,"A resolution to declare April 16, 2019, as Healthcare Decisions Day in the state of Michigan.Last Action: adopted"
HR 0069 of 2019,House Resolution,"A resolution to declare May 4-11, 2019, as Tardive Dyskinesia Awareness Week in the state of Michigan.Last Action: adopted"
SR 0069 of 2019,Senate Resolution,"A resolution to designate August 19, 2019, as Michigan Water Trails Day.Last Action: ADOPTED"
SR 0070 of 2019,Senate Resolution,"A resolution to recognize September 7, 2019, as Great Lakes-St. Lawrence Appreciation Day.Last Action: ADOPTED"
HR 0070 of 2019,House Resolution,"A resolution to declare April 24, 2019, as Suits and Sneakers Day in the state of Michigan.Last Action: adopted"
HR 0071 of 2019,House Resolution,A resolution to oppose the mass deportation of Iraqi nationals residing in Michigan and the United States.Last Action: referred to Committee on Government Operations
SR 0071 of 2019,Senate Resolution,A resolution to support the U.S. cherry industry's petition before the U.S. International Trade Commission stating unfair trade practices against Turkey and to urge the Commission and the U.S. Department of Commerce to take action protecting U.S. cherry farmers.Last Action: REFERRED TO COMMITTEE ON AGRICULTURE
SR 0072 of 2019,Senate Resolution,A resolution to recognize September 2019 as Family Meals Month.Last Action: ADOPTED
HR 0072 of 2019,House Resolution,"A resolution to declare May 2, 2019, as Holocaust Remembrance Day in the state of Michigan. Last Action: adopted"
HR 0073 of 2019,House Resolution,"A resolution to declare April 18, 2019, as Lineman Appreciation Day in the state of Michigan.Last Action: adopted"
SR 0073 of 2019,Senate Resolution,A resolution to urge the Congress of the United States to speedily approve the recently negotiated United States-Mexico-Canada Agreement.Last Action: ADOPTED AS SUBSTITUTED (S-1)
SR 0074 of 2019,Senate Resolution,"A resolution to commemorate September 11-17, 2019, as Michigan Patriot Week.Last Action: ADOPTED"
HR 0074 of 2019,House Resolution,"A resolution to declare April 21-29, 2019, as Financial Literacy Week in the state of Michigan.Last Action: adopted"
HR 0075 of 2019,House Resolution,A resolution to urge state and federal administrators to increase the number of women in skilled trade professions and to encourage industry leaders and labor unions to address existing and future shortages in the skilled trades workforce.Last Action: referred to Committee on Commerce and Tourism
SR 0075 of 2019,Senate Resolution,"A resolution to recognize September 22-29, 2019, as Michigan Trails Week.Last Action: ADOPTED"
SR 0076 of 2019,Senate Resolution,"A resolution to recognize September 15-21, 2019, as Michigan Independent Colleges and Universities Week.Last Action: ADOPTED"
HR 0076 of 2019,House Resolution,"A resolution to declare April 24, 2019, as a Day of Remembrance in the state of Michigan for the Armenian Genocide of 1915-1923.Last Action: adopted"
HR 0077 of 2019,House Resolution,"A resolution to declare April 28, 2019, as Workers' Memorial Day in the state of Michigan.   Last Action: adopted"
SR 0077 of 2019,Senate Resolution,"A resolution of tribute offered as a memorial for Gary G. Corbin, former member of the Senate.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0078 of 2019,Senate Resolution,"A resolution to recognize September 22-28, 2019, as Michigan Rail Safety Week.Last Action: ADOPTED"
HR 0078 of 2019,House Resolution,A resolution to urge the United States Department of Justice to reverse its position affirming the federal court decision to strike down the entire Affordable Care Act as unconstitutional.Last Action: referred to Committee on Health Policy
HR 0079 of 2019,House Resolution,"A resolution to declare April 25, 2019, as Distracted Driving Awareness Day in the state of Michigan.   Last Action: adopted"
SR 0079 of 2019,Senate Resolution,A resolution to recognize the month of October 2019 as Michigan Library Appreciation Month.Last Action: ADOPTED
SR 0080 of 2019,Senate Resolution,A resolution to urge the United States Congress to increase funding for sickle cell disease research.Last Action: ADOPTED
HR 0080 of 2019,House Resolution,"A resolution to declare April 29-May 3, 2019, as Black April Memorial Week in the state of Michigan.Last Action: adopted"
HR 0081 of 2019,House Resolution,A resolution to urge the Congress of the United States to speedily approve the recently negotiated United States-Mexico-Canada Agreement.Last Action: Rep. John Chirkun removed as sponsor
SR 0081 of 2019,Senate Resolution,A resolution to recognize October 2019 as Domestic Violence Awareness Month.Last Action: ADOPTED
SR 0082 of 2019,Senate Resolution,A resolution to recognize October 2019 as Italian-American Heritage Month.Last Action: ADOPTED
HR 0082 of 2019,House Resolution,A resolution to declare May 2019 as Mental Health Awareness Month in the state of Michigan.Last Action: adopted
HR 0083 of 2019,House Resolution,A resolution to declare May 2019 as Foster Care Awareness Month in the state of Michigan.   Last Action: adopted
SR 0083 of 2019,Senate Resolution,A resolution to recognize October 2019 as Breast Cancer Awareness Month.Last Action: ADOPTED
SR 0084 of 2019,Senate Resolution,"A resolution to recognize October 14-18, 2019, as Careers in Energy Week.Last Action: ADOPTED"
HR 0084 of 2019,House Resolution,"A resolution to declare April 28-May 5, 2019, as Soil and Water Stewardship Week in the state of Michigan.Last Action: adopted"
HR 0085 of 2019,House Resolution,A resolution to declare May 2019 as Asian Pacific American Heritage Month in the state of Michigan.   Last Action: adopted
SR 0085 of 2019,Senate Resolution,A resolution to recognize October 2019 as Get Smart About Credit Month.Last Action: ADOPTED
SR 0086 of 2019,Senate Resolution,A resolution to recognize October 2019 as Women's Small Business Month.Last Action: ADOPTED
HR 0086 of 2019,House Resolution,"A resolution to declare May 6-12, 2019, as Nurses Week in the state of Michigan.   Last Action: adopted"
HR 0087 of 2019,House Resolution,A resolution to urge the U.S. Fish and Wildlife Service to remove the Michigan gray wolf from the federal endangered and threatened species list.Last Action: adopted
SR 0087 of 2019,Senate Resolution,"A resolution to recognize October 27, 2019, as Day of Action Against Anti-Semitism.Last Action: ADOPTED"
SR 0088 of 2019,Senate Resolution,A resolution to memorialize the Congress of the United States to reauthorize the Violence Against Women Act.Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
HR 0088 of 2019,House Resolution,"A resolution to declare May 5-11, 2019, as InfantSee Week in the state of Michigan.   Last Action: adopted"
HR 0089 of 2019,House Resolution,"A resolution to declare May 6-10, 2019, as Teacher Appreciation Week in the state of Michigan.Last Action: adopted"
SR 0089 of 2019,Senate Resolution,A resolution to support the Michigan National Guard in its efforts to have Detroit selected as the host city for the National Guard Association of the United States 2024 national conference.Last Action: ADOPTED
SR 0090 of 2019,Senate Resolution,A resolution to recognize December 2019 as Impaired Driving Prevention Month.Last Action: ADOPTED
HR 0090 of 2019,House Resolution,"A resolution to extend best wishes to Muslims in Michigan, the United States, and worldwide, for a joyous and meaningful observance of Ramadan, a holy month of prayer, fasting, charity, and reflection.   Last Action: adopted"
HR 0091 of 2019,House Resolution,"A resolution to May 5-11, 2019, as Correctional Officers Week in the state of Michigan.Last Action: adopted"
HR 0092 of 2019,House Resolution,A resolution to declare May 2019 as Cystic Fibrosis Awareness Month in the state of Michigan.Last Action: adopted
HR 0093 of 2019,House Resolution,A resolution to urge the Congress of the United States to allow jail and prison inmates to be eligible for Medicaid coverage.Last Action: adopted
HR 0094 of 2019,House Resolution,A resolution to commemorate the centennial of state parks in Michigan.Last Action: adopted
HR 0095 of 2019,House Resolution,"A resolution to  declare May 12-18, 2019, as Police Week in the state of Michigan.Last Action: adopted"
HR 0096 of 2019,House Resolution,"A resolution to declare May 12-18, 2019, as STEM Awareness Week in the state of Michigan.Last Action: adopted"
HR 0097 of 2019,House Resolution,"A resolution to declare May 13-19, 2019, as Celiac Disease Awareness Week in the state of Michigan.Last Action: adopted"
HR 0098 of 2019,House Resolution,"A resolution to declare May 15, 2019, as Tuberous Sclerosis Complex Awareness Day in the state of Michigan.Last Action: adopted"
HR 0099 of 2019,House Resolution,"A resolution to declare May 15, 2019, as Older Michiganians Day in the state of Michigan.Last Action: adopted"
HR 0100 of 2019,House Resolution,"A resolution to declare May 16, 2019, as Home Education Day in the state of Michigan.Last Action: adopted"
HR 0101 of 2019,House Resolution,A resolution to urge the U.S. Congress to enact legislation preventing federal regulators from sanctioning depository institutions for providing financial services to legitimate marijuana-related businesses in states where marijuana has been legalized.Last Action: adopted
