Document,Type,Description
SR 0025 of 2021,Senate Resolution,A resolution to urge the United States Congress and the President of the United States to oppose H.R. 1 and similar harmful election policy measures.Last Action: ADOPTED
HR 0025 of 2021,House Resolution,"A resolution to urge the Governor to establish a statewide goal of conserving at least 30 percent of land and 30 percent of water in the state by the year 2030, as part of the nationwide 30x30 effort to accelerate conservation efforts, and to update the state land management plan accordingly.Last Action: referred to Committee on Natural Resources and Outdoor Recreation"
HR 0026 of 2021,House Resolution,A resolution to amend the Standing Rules of the House of Representatives.Last Action: referred to Committee on Government Operations
SR 0026 of 2021,Senate Resolution,"A resolution to authorize the Senate Majority Leader to commence legal action, on behalf of the Senate, defending the enforceability and constitutionality of Public Act 2 of 2021 and Public Act 3 of 2021.Last Action: ADOPTED"
SR 0027 of 2021,Senate Resolution,"A resolution to recognize March 13, 2021, as Suddenly Sleepy Saturday, also known as Narcolepsy Awareness Day.Last Action: ADOPTED"
HR 0027 of 2021,House Resolution,"A resolution to declare February 4, 2021, as Optimist Day in the state of Michigan.Last Action: adopted"
HR 0028 of 2021,House Resolution,A resolution to declare February 2021 as Black History Month in the state of Michigan.Last Action: adopted
SR 0028 of 2021,Senate Resolution,"A resolution to urge the Senate of the United States to pass, and the President of the United States to sign, legislation to ban chokeholds, end racial and religious profiling, establish a national database to track police misconduct, and prohibit certain no-knock warrants, among other initiatives.Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SR 0029 of 2021,Senate Resolution,"A resolution to oppose the unchecked proliferation of off-reservation gaming in the state of Michigan and to urge the Governor to oppose any off-reservation effort that is not in complete conformance with Indian gaming compacts as approved by the tribes, the state of Michigan, and the United States Department of the Interior.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HR 0029 of 2021,House Resolution,A resolution to declare February 2021 as Career and Technical Education Month in the state of Michigan.Last Action: adopted
HR 0030 of 2021,House Resolution,A resolution to encourage the National Park Service to establish a moose tag lottery hunt to assist in controlling the moose population on Isle Royale.Last Action: referred to Committee on Natural Resources and Outdoor Recreation
SR 0030 of 2021,Senate Resolution,"A resolution to condemn hate crimes, hateful rhetoric, and hateful acts against Asian Americans and to encourage Michiganders to report hate crimes to the proper authorities.Last Action: ADOPTED AS SUBSTITUTED (S-1)"
SR 0031 of 2021,Senate Resolution,A resolution to denounce the Attorney General's decision to not investigate the Governor's nursing home policy and the reported data on deaths in nursing homes and encourage county prosecutors to pursue investigations.Last Action: ADOPTED
HR 0031 of 2021,House Resolution,"A resolution to declare February 11, 2021, as White Shirt Day in the state of Michigan.Last Action: adopted"
HR 0032 of 2021,House Resolution,"A resolution to declare February 14, 2021, as Frederick Douglass Day in the state of Michigan.Last Action: adopted"
SR 0032 of 2021,Senate Resolution,A resolution to grant the Senate Standing Committee on Health Policy and Human Services the power to subpoena state records and files.Last Action: ADOPTED
SR 0033 of 2021,Senate Resolution,A resolution to affirm our support for the Fourteenth Amendment to the U.S. Constitution.Last Action: ADOPTED
HR 0033 of 2021,House Resolution,"A resolution to support the Senate's disapproval of gubernatorial appointments and encourage the Senate to continue to reject appointments by the Governor to state boards, commissions, and agencies so long as the executive branch continues to operate unilaterally without the participation of the Legislature.Last Action: referred to Committee on Oversight"
HR 0034 of 2021,House Resolution,A resolution to memorialize the Congress of the United States to exempt unemployment income from taxable income for the 2020 tax year.Last Action: referred to Committee on Tax Policy
SR 0034 of 2021,Senate Resolution,A resolution to recognize April 2021 as Home Care Awareness Month.Last Action: ADOPTED
SR 0035 of 2021,Senate Resolution,A resolution to recognize April 2021 as Donate Life Month.Last Action: ADOPTED
HR 0035 of 2021,House Resolution,"A resolution to declare February 18, 2021, as Conductive Education Day in the state of Michigan.Last Action: adopted"
HR 0036 of 2021,House Resolution,"A resolution to declare February 22, 2021, as Supermarket Employee Day in the state of Michigan.Last Action: adopted"
SR 0036 of 2021,Senate Resolution,"A resolution to commemorate March 25, 2021, as Greek Independence Day.Last Action: ADOPTED"
SR 0037 of 2021,Senate Resolution,A resolution to declare opposition to the excessive fees sought by the plaintiffs' attorneys in the Flint water crisis settlement.Last Action: ADOPTED AS SUBSTITUTED (S-1)
HR 0037 of 2021,House Resolution,"A resolution to urge Congress to pass legislation that prohibits water shutoffs, requires reconnection, and ensures water affordability during the COVID-19 national emergency.Last Action: referred to Committee on Local Government and Municipal Finance"
HR 0038 of 2021,House Resolution,A resolution to encourage the construction of a peaking power plant in the Upper Peninsula.Last Action: referred to Committee on Energy
SR 0038 of 2021,Senate Resolution,A resolution to recognize April 2021 as Autism Acceptance Month.Last Action: ADOPTED
SR 0039 of 2021,Senate Resolution,"A resolution to commemorate April 11-17, 2021, as Black Maternal Health Week.Last Action: ADOPTED"
HR 0039 of 2021,House Resolution,A resolution to recognize the life-saving work and innovation of employees in Michigan and around the country working to manufacture and distribute the COVID-19 vaccine.Last Action: adopted
HR 0040 of 2021,House Resolution,A resolution to urge the Michigan Department of Health and Human Services to allow school districts the flexibility to exclude immediate family members of participants in school athletic events from venue capacity limits.Last Action: adopted
SR 0040 of 2021,Senate Resolution,A resolution to recognize April 2021 as Arab-American Heritage Month.Last Action: ADOPTED
SR 0041 of 2021,Senate Resolution,"A resolution to urge continued support for the United States Africa Command for its work to advance the role of women in the region.Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS, AND VETERANS"
HR 0041 of 2021,House Resolution,A resolution to condemn the government of the People's Republic of China for their treatment and arbitrary detention of the Uyghur people.Last Action: adopted
HR 0042 of 2021,House Resolution,"A resolution to oppose the unchecked proliferation of off-reservation gaming in the state of Michigan and to urge the Governor to oppose any off-reservation effort that is not in complete conformance with Indian gaming compacts as approved by the tribes, the state of Michigan, and the United States Department of the Interior.Last Action: adopted"
SR 0042 of 2021,Senate Resolution,A resolution to recognize April 2021 as Natural Gas and Electric Service Workers Appreciation Month.Last Action: ADOPTED
SR 0043 of 2021,Senate Resolution,"A resolution to designate April 28, 2021, as Suits And Sneakers® Day.Last Action: ADOPTED"
HR 0043 of 2021,House Resolution,A resolution to declare March 2021 as Reading Month in the state of Michigan.Last Action: adopted
HR 0044 of 2021,House Resolution,A resolution to memorialize the federal government to continue to stand with the Burmese people against the military coup in Burma.Last Action: referred to Committee on Government Operations
SR 0044 of 2021,Senate Resolution,"A resolution to commemorate April 30, 2021, as Distracted Driving Awareness Day.Last Action: ADOPTED"
SR 0045 of 2021,Senate Resolution,"A resolution to observe May 2-8, 2021, as Tardive Dyskinesia Awareness Week.Last Action: ADOPTED"
HR 0045 of 2021,House Resolution,A resolution to declare March 2021 as National Social Work Month in the state of Michigan.Last Action: adopted
HR 0046 of 2021,House Resolution,A resolution to declare March 2021 as Brain Injury Awareness Month in the state of Michigan.Last Action: adopted
SR 0046 of 2021,Senate Resolution,A resolution to urge the United States Congress and the President of the United States to exempt absent voter ballots used in a federal election from the requirement of postage when using the United States Postal Service.Last Action: REFERRED TO COMMITTEE ON ELECTIONS
SR 0047 of 2021,Senate Resolution,A resolution to urge the President of the United States to broadly cancel student loan debt.Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS
HR 0047 of 2021,House Resolution,"A resolution to call on the National Guard Bureau to immediately end the current food contract for the 1,000 Michigan National Guard Service members deployed to Washington, D.C., and provide a per diem food allowance backdated to the start of the mobilization.Last Action: adopted"
HR 0048 of 2021,House Resolution,A resolution to declare March 2021 as Athletic Trainer Month in the state of Michigan.Last Action: adopted
SR 0048 of 2021,Senate Resolution,"A resolution to observe May 9-15, 2021, as Police Week.Last Action: ADOPTED"
SR 0049 of 2021,Senate Resolution,"A resolution to observe May 3-7, 2021, as Teacher Appreciation Week.Last Action: ADOPTED"
HR 0049 of 2021,House Resolution,"A resolution to declare March 8, 2021, as International Women’s Day in the state of Michigan.Last Action: adopted"
HR 0050 of 2021,House Resolution,A resolution to honor the 100th anniversary of the American Physical Therapy Association.Last Action: adopted
SR 0050 of 2021,Senate Resolution,A resolution to commemorate May 2021 as Mental Health Month.Last Action: ADOPTED
SR 0051 of 2021,Senate Resolution,"A resolution to observe May 16-22, 2021, as Emergency Medical Services (EMS) Week.Last Action: ADOPTED"
HR 0051 of 2021,House Resolution,"A resolution to urge the Congress of the United States and the United States Department of Defense to strengthen policies to prevent and respond to sexual assault and harassment in the military.Last Action: referred to Committee on Military, Veterans and Homeland Security"
HR 0052 of 2021,House Resolution,"A resolution of tribute offered as a memorial for Sal Rocca, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
SR 0052 of 2021,Senate Resolution,"A resolution to recognize May 17-21, 2021, as Michigan Home Education Week.Last Action: ADOPTED"
SR 0053 of 2021,Senate Resolution,"A resolution to urge President Joe Biden to support the Keystone XL Pipeline, reverse his decision to cancel the permit, and to support American jobs and energy cooperation with our Canadian neighbors.Last Action: ADOPTED"
HR 0053 of 2021,House Resolution,"A resolution to declare March 12, 2021, as Spread Goodness Day in the state of Michigan.Last Action: adopted"
HR 0054 of 2021,House Resolution,"A resolution of tribute offered as a memorial for Wilbur V. Brotherton, former member of the Michigan House of Representatives.Last Action: adopted by unanimous standing vote"
SR 0054 of 2021,Senate Resolution,"A resolution to urge the United States Congress and the President of the United States to pass H.R. 1 or a similar policy measure to protect democracy, access, integrity, and security in this country's electoral system.Last Action: REFERRED TO COMMITTEE ON ELECTIONS"
SR 0055 of 2021,Senate Resolution,A resolution to designate May 2021 as Brain Tumor Awareness Month.Last Action: ADOPTED
HR 0055 of 2021,House Resolution,A resolution to firmly affirm support for the preservation of the Second Amendment and to express the sense of the House of Representatives regarding federal laws that infringe on the right to bear arms.Last Action: adopted
HR 0056 of 2021,House Resolution,A resolution to declare opposition to the excessive fees sought by the plaintiffs' attorneys in the Flint water crisis settlement.Last Action: adopted
SR 0056 of 2021,Senate Resolution,A resolution to designate May 2021 as Motorcycle Safety Awareness Month.Last Action: ADOPTED
SR 0057 of 2021,Senate Resolution,A resolution to commemorate June 2021 as Gun Violence Awareness Month.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HR 0057 of 2021,House Resolution,"A resolution to declare March 22, 2021, as Michigan Water Day and World Water Day in the state of Michigan.Last Action: adopted"
HR 0058 of 2021,House Resolution,"A resolution to declare March 18, 2021, as Ban Child Marriage Day in the state of Michigan.Last Action: referred to Committee on Families, Children, and Seniors"
SR 0058 of 2021,Senate Resolution,A resolution to urge Congress to authorize the installation of electric vehicle charging stations at rest areas on the Interstate Highway System and to allow charging station providers to charge a fee for public use of charging stations installed at such rest areas.Last Action: REFERRED TO COMMITTEE ON ENERGY AND TECHNOLOGY
SR 0059 of 2021,Senate Resolution,A resolution to urge the forgiveness of all fines and fees imposed on and the end to all prosecutions brought against businesses for violating COVID-19 orders or rules.Last Action: ADOPTED
HR 0059 of 2021,House Resolution,A resolution to support President Joe Biden's efforts to strengthen U.S. supply chains and urge continued action to address the semiconductor shortage.Last Action: referred to Committee on Commerce and Tourism
HR 0060 of 2021,House Resolution,"A resolution to grant the House Standing Committee on Oversight the power to administer oaths, issue subpoenas, and examine books, records, and files related to employee separations and severance agreements entered into by the executive branch of state government.Last Action: roll call Roll Call # 113 Yeas 59 Nays 50 Excused 0 Not Voting 1"
SR 0060 of 2021,Senate Resolution,"A resolution to recognize June 2021 as Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ) Pride Month.Last Action: ADOPTED"
SR 0061 of 2021,Senate Resolution,A resolution to urge the Biden Administration and U.S. Department of State to act with the utmost urgency to secure the release of American journalist Danny Fenster from Myanmar and return him safely to the United States.Last Action: ADOPTED
HR 0061 of 2021,House Resolution,"A resolution to condemn hate crimes, hateful rhetoric, and hateful acts against Asian Americans and to encourage Michiganders to report hate crimes to the proper authorities.Last Action: adopted"
HR 0062 of 2021,House Resolution,A resolution to amend the Standing Rules of the House of Representatives.Last Action: referred to Committee on Government Operations
SR 0062 of 2021,Senate Resolution,"A resolution to recognize June 15, 2021, as Elder Abuse Awareness Day.Last Action: ADOPTED"
SR 0063 of 2021,Senate Resolution,"A resolution to recognize June 12, 2021, as Women Veterans Recognition Day.Last Action: ADOPTED"
HR 0063 of 2021,House Resolution,"A resolution to declare March 23, 2021, as Agriculture Day in the state of Michigan.Last Action: adopted"
HR 0064 of 2021,House Resolution,"A resolution to declare March 24, 2021, as Pay Equity Day in the state of Michigan.Last Action: adopted"
SR 0064 of 2021,Senate Resolution,A resolution to designate June 2021 as Internet Safety Month.Last Action: ADOPTED
SR 0065 of 2021,Senate Resolution,"A resolution to memorialize the Congress of the United States to reject attempts to weaken, cut, or privatize Social Security and to enact policies to benefit current and future generations of working Americans.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HR 0065 of 2021,House Resolution,"A resolution to urge state and federal administrators to increase the number of women and minorities in skilled trade professions and to encourage industry leaders and labor unions to address existing and future shortages in the skilled trades workforce.Last Action: referred to Committee on Workforce, Trades, and Talent"
HR 0066 of 2021,House Resolution,"A resolution to declare March 25, 2021, as Cerebral Palsy Awareness Day in the state of Michigan.Last Action: adopted"
SR 0066 of 2021,Senate Resolution,"A resolution to commemorate June 19, 2021, as Juneteenth.Last Action: ADOPTED"
SR 0067 of 2021,Senate Resolution,A resolution to oppose the suspension of all oil and gas leases in the Arctic National Wildlife Refuge.Last Action: REFERRED TO COMMITTEE ON ENERGY AND TECHNOLOGY
HR 0067 of 2021,House Resolution,"A resolution to declare March 26, 2021, as Epilepsy Awareness Day in the state of Michigan.Last Action: adopted"
HR 0068 of 2021,House Resolution,"A resolution to declare March 29, 2021, as Vietnam Veterans Day in the state of Michigan.Last Action: adopted"
SR 0068 of 2021,Senate Resolution,A resolution to designate July 2021 as Michigan Wildlife Conservation Month.Last Action: ADOPTED
SR 0069 of 2021,Senate Resolution,A resolution to recognize July 2021 as Dark Sky Awareness Month.Last Action: ADOPTED
HR 0069 of 2021,House Resolution,A resolution to declare April 2021 as Distracted Driving Awareness Month in the state of Michigan.Last Action: adopted
HR 0070 of 2021,House Resolution,A resolution to declare April 2021 as Sexual Assault Awareness Month in the state of Michigan.Last Action: adopted
SR 0070 of 2021,Senate Resolution,"A resolution to commemorate June 27, 2021, as Post-Traumatic Stress Injury (PTSI) Awareness Day.Last Action: ADOPTED"
SR 0071 of 2021,Senate Resolution,A resolution to commemorate July 2021 as Craft Beer Month.Last Action: ADOPTED
HR 0071 of 2021,House Resolution,A resolution to declare April 2021 as Financial Literacy Month in the state of Michigan.Last Action: adopted
HR 0072 of 2021,House Resolution,A resolution to declare April 2021 as Home Care Awareness Month in the state of Michigan.Last Action: adopted
SR 0072 of 2021,Senate Resolution,"A resolution to urge the Governor to establish a statewide goal of conserving at least 30 percent of land and 30 percent of water in the state by the year 2030, as part of the nationwide 30x30 effort to accelerate conservation efforts, and to update the state land management plan accordingly.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
SR 0073 of 2021,Senate Resolution,A resolution to support the use of federal funding to provide Hero pay to essential workers.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HR 0073 of 2021,House Resolution,"A resolution to declare April 13 and 14, 2021, as Michigan Workplace Health and Safety Days in the state of Michigan.Last Action: adopted"
HR 0074 of 2021,House Resolution,A resolution to declare April 2021 as Sikh Awareness and Appreciation Month in the state of Michigan.Last Action: adopted
SR 0074 of 2021,Senate Resolution,A resolution to call for international maritime containers to be treated equally in Michigan compared to other states.Last Action: ADOPTED
SR 0075 of 2021,Senate Resolution,"A resolution to designate July 21, 2021, as Glioblastoma Awareness Day.Last Action: ADOPTED"
HR 0075 of 2021,House Resolution,"A resolution to recognize March 30, 2021, as the centennial anniversary of the Michigan Department of Natural Resources.Last Action: adopted"
HR 0076 of 2021,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation to require corporations to disclose their corporate leadership data.Last Action: referred to Committee on Workforce, Trades, and Talent"
SR 0076 of 2021,Senate Resolution,A resolution to urge the President of the United States and the Prime Minister of Canada to reopen the United States-Canadian border.Last Action: ADOPTED
SR 0077 of 2021,Senate Resolution,A resolution to support the creation of a National Infrastructure Bank.Last Action: REFERRED TO COMMITTEE ON INSURANCE AND BANKING
HR 0077 of 2021,House Resolution,A resolution to declare April 2021 as County Government Month in the state of Michigan.Last Action: adopted
HR 0078 of 2021,House Resolution,A resolution to encourage the United States Senate to extend the ratification deadline of the Equal Rights Amendment and affirm the amendment’s adoption.Last Action: referred to Committee on Government Operations
SR 0078 of 2021,Senate Resolution,A resolution to declare support for the people of Cuba in their fight against a destructive Communist regime and to urge the United States government and the Biden Administration to take action to protect the basic human rights of the Cuban people.Last Action: ADOPTED
SR 0079 of 2021,Senate Resolution,"A resolution to recognize August 8-14, 2021, as National Health Center Week.Last Action: ADOPTED"
HR 0079 of 2021,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation to protect workers' rights.Last Action: referred to Committee on Workforce, Trades, and Talent"
HR 0080 of 2021,House Resolution,"A resolution to extend best wishes to Muslims in Michigan, the United States, and worldwide, for a joyous and meaningful observance of Ramadan, a holy month of prayer, fasting, charity, and reflection.Last Action: adopted"
SR 0080 of 2021,Senate Resolution,"A resolution to commemorate August 31, 2021, as Overdose Awareness Day.Last Action: ADOPTED"
SR 0081 of 2021,Senate Resolution,A resolution to observe September 2021 as Life Insurance Awareness Month.Last Action: ADOPTED
HR 0081 of 2021,House Resolution,"A resolution to urge the United States Congress and the President of the United States to pass H.R. 1 or a similar policy measure to protect democracy, access, integrity, and security in this country's electoral system.Last Action: referred to Committee on Elections and Ethics"
HR 0082 of 2021,House Resolution,A resolution to declare April 2021 as Arab-American Heritage Month in the state of Michigan.Last Action: adopted
SR 0082 of 2021,Senate Resolution,"A resolution to observe September 11–17, 2021, as Patriot Week.Last Action: ADOPTED"
SR 0083 of 2021,Senate Resolution,A resolution to condemn President Joe Biden's authoritarian decision to impose vaccine requirements on private employers and urge the Governor and Attorney General of Michigan to pursue all available avenues to challenge the unlawful mandate.Last Action: ADOPTED AS SUBSTITUTED (S-1)
HR 0083 of 2021,House Resolution,"A resolution to declare April 12-April 17, 2021, as Public Safety Telecommunicators Week in the state of Michigan.Last Action: adopted"
HR 0084 of 2021,House Resolution,"A resolution to urge the Congress of the United States to enact legislation to add bottled water to the list of WIC-eligible foods.Last Action: referred to Committee on Families, Children, and Seniors"
SR 0084 of 2021,Senate Resolution,A resolution to designate October 2021 as Michigan Library Appreciation Month.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0085 of 2021,Senate Resolution,A resolution to urge the United States Congress to oppose unnecessary and harmful changes to Internal Revenue Service reporting requirements for Michigan’s financial institutions.Last Action: ADOPTED
HR 0085 of 2021,House Resolution,A resolution to declare April 2021 as Natural Gas and Electric Service Workers Appreciation Month in the state of Michigan.Last Action: adopted
HR 0086 of 2021,House Resolution,A resolution to urge the United States House of Representatives to adopt a resolution disavowing the January 2021 impeachment of President Donald J. Trump or expel U.S. Representative Maxine Waters for continuing to incite violence.Last Action: referred to Committee on Government Operations
SR 0086 of 2021,Senate Resolution,A resolution to condemn the U.S. Department of Justice memorandum on intimidation and harassment against school board members for inhibiting parents’ constitutional right to free speech and to urge the State Board of Education to refrain from participating in any actions that will further limit that right.Last Action: ADOPTED AS SUBSTITUTED (S-1)
SR 0087 of 2021,Senate Resolution,"A resolution to urge the Centers for Disease Control and Prevention (CDC) to rescind the order issued under the authority of Title 42 of the United States Code, and, until the order is rescinded, ask the Department of Homeland Security to refrain from using the order to expel refugees and asylum seekers.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HR 0087 of 2021,House Resolution,"A resolution to declare April 24, 2021, as a Day of Remembrance in the state of Michigan for the Armenian Genocide of 1915-1923.Last Action: adopted"
HR 0088 of 2021,House Resolution,A resolution to declare April 2021 as Autism Awareness Month in the state of Michigan.Last Action: adopted
SR 0088 of 2021,Senate Resolution,A resolution to support the religious liberty of Michigan citizens.Last Action: ADOPTED
